customer_id,age,gender,city,district,registration_date,registration_year,registration_month,age_group
159,29,Male,Karachi,Malir,2025-01-20,2025,1,26-35
160,57,Male,Karachi,Keamari,2024-09-27,2024,9,56+
161,38,Female,Karachi,Malir,2025-06-26,2025,6,36-45
162,28,Male,Karachi,Keamari,2024-09-02,2024,9,26-35
163,33,Male,Karachi,Karachi West,2025-05-28,2025,5,26-35
164,63,Male,Karachi,Karachi West,2025-02-04,2025,2,56+
165,29,Male,Karachi,Karachi Central,2024-12-23,2024,12,26-35
166,58,Female,Karachi,Keamari,2024-07-22,2024,7,56+
167,64,Male,Karachi,Karachi Central,2025-09-21,2025,9,56+
168,34,Male,Karachi,Karachi West,2025-12-30,2025,12,26-35
169,55,Female,Karachi,Malir,2025-05-15,2025,5,46-55
170,64,Female,Karachi,Karachi South,2025-01-08,2025,1,56+
171,20,Male,Karachi,Keamari,2024-12-15,2024,12,18-25
172,19,Female,Karachi,Korangi,2024-09-02,2024,9,18-25
173,35,Female,Karachi,Karachi South,2024-08-09,2024,8,26-35
174,22,Female,Karachi,Korangi,2025-06-26,2025,6,18-25
175,24,Female,Karachi,Karachi West,2024-08-17,2024,8,18-25
176,52,Female,Karachi,Karachi South,2025-02-19,2025,2,46-55
177,62,Male,Karachi,Malir,2025-02-25,2025,2,56+
178,19,Female,Karachi,Karachi East,2025-12-27,2025,12,18-25
179,42,Male,Karachi,Karachi South,2025-10-19,2025,10,36-45
180,42,Male,Karachi,Karachi South,2025-11-07,2025,11,36-45
181,51,Female,Karachi,Karachi East,2024-05-18,2024,5,46-55
182,28,Male,Karachi,Keamari,2025-06-04,2025,6,26-35
183,21,Male,Karachi,Karachi West,2024-01-26,2024,1,18-25
184,48,Male,Karachi,Karachi West,2025-08-13,2025,8,46-55
185,38,Male,Karachi,Karachi West,2025-06-14,2025,6,36-45
186,30,Male,Karachi,Karachi Central,2025-05-28,2025,5,26-35
187,19,Male,Karachi,Malir,2024-04-05,2024,4,18-25
188,36,Female,Karachi,Malir,2024-04-03,2024,4,36-45
189,25,Female,Karachi,Karachi Central,2024-02-14,2024,2,18-25
190,45,Male,Karachi,Malir,2024-04-15,2024,4,36-45
191,24,Female,Karachi,Karachi East,2025-07-24,2025,7,18-25
192,41,Male,Karachi,Malir,2025-11-14,2025,11,36-45
193,23,Male,Karachi,Keamari,2025-11-17,2025,11,18-25
194,23,Female,Karachi,Karachi East,2024-12-20,2024,12,18-25
195,21,Male,Karachi,Karachi East,2024-04-06,2024,4,18-25
196,64,Female,Karachi,Karachi Central,2025-02-02,2025,2,56+
197,20,Female,Karachi,Karachi South,2024-10-26,2024,10,18-25
198,56,Female,Karachi,Keamari,2025-11-08,2025,11,56+
199,37,Female,Karachi,Karachi South,2024-10-07,2024,10,36-45
200,31,Male,Karachi,Karachi East,2024-02-19,2024,2,26-35
201,22,Male,Karachi,Karachi Central,2024-07-04,2024,7,18-25
202,47,Male,Karachi,Karachi Central,2024-08-21,2024,8,46-55
203,45,Female,Karachi,Keamari,2025-12-08,2025,12,36-45
204,64,Female,Karachi,Karachi Central,2025-10-01,2025,10,56+
205,54,Female,Karachi,Karachi Central,2024-08-16,2024,8,46-55
206,52,Male,Karachi,Karachi West,2025-06-03,2025,6,46-55
207,32,Male,Karachi,Karachi East,2024-07-26,2024,7,26-35
208,59,Female,Karachi,Korangi,2024-01-26,2024,1,56+
209,32,Male,Karachi,Karachi East,2025-04-25,2025,4,26-35
210,54,Female,Karachi,Keamari,2024-04-04,2024,4,46-55
211,49,Female,Karachi,Karachi East,2024-07-19,2024,7,46-55
212,22,Female,Karachi,Karachi Central,2024-03-22,2024,3,18-25
213,49,Female,Karachi,Karachi West,2025-04-23,2025,4,46-55
214,57,Male,Karachi,Karachi East,2025-02-21,2025,2,56+
215,39,Female,Karachi,Malir,2024-03-05,2024,3,36-45
216,18,Female,Karachi,Karachi East,2024-06-09,2024,6,18-25
217,43,Male,Karachi,Karachi West,2024-03-21,2024,3,36-45
218,56,Male,Karachi,Korangi,2025-05-07,2025,5,56+
219,31,Female,Karachi,Karachi South,2025-12-30,2025,12,26-35
220,36,Male,Karachi,Malir,2024-12-08,2024,12,36-45
221,24,Male,Karachi,Malir,2025-11-12,2025,11,18-25
222,22,Female,Karachi,Karachi South,2024-01-29,2024,1,18-25
223,26,Female,Karachi,Malir,2024-10-09,2024,10,26-35
224,62,Male,Karachi,Malir,2024-05-19,2024,5,56+
225,65,Female,Karachi,Karachi Central,2025-09-29,2025,9,56+
226,45,Female,Karachi,Karachi Central,2025-01-12,2025,1,36-45
227,45,Female,Karachi,Karachi South,2024-05-17,2024,5,36-45
228,36,Female,Karachi,Karachi Central,2024-11-10,2024,11,36-45
229,55,Female,Karachi,Keamari,2024-11-23,2024,11,46-55
230,37,Female,Karachi,Karachi South,2025-01-16,2025,1,36-45
231,37,Female,Karachi,Korangi,2025-10-25,2025,10,36-45
232,61,Male,Karachi,Malir,2025-04-16,2025,4,56+
233,20,Male,Karachi,Karachi Central,2024-11-27,2024,11,18-25
234,65,Male,Karachi,Keamari,2025-12-27,2025,12,56+
235,42,Male,Karachi,Karachi West,2024-09-22,2024,9,36-45
236,46,Female,Karachi,Karachi West,2024-01-10,2024,1,46-55
237,58,Male,Karachi,Korangi,2025-10-19,2025,10,56+
238,52,Female,Karachi,Karachi East,2025-01-21,2025,1,46-55
239,29,Female,Karachi,Karachi South,2024-10-04,2024,10,26-35
240,35,Male,Karachi,Keamari,2025-12-31,2025,12,26-35
241,27,Female,Karachi,Karachi South,2025-04-28,2025,4,26-35
242,56,Female,Karachi,Karachi West,2025-02-11,2025,2,56+
243,43,Female,Karachi,Keamari,2025-03-22,2025,3,36-45
244,41,Male,Karachi,Keamari,2025-11-02,2025,11,36-45
245,54,Female,Karachi,Korangi,2025-02-17,2025,2,46-55
246,54,Female,Karachi,Karachi Central,2024-06-18,2024,6,46-55
247,58,Female,Karachi,Karachi South,2024-09-10,2024,9,56+
248,44,Male,Karachi,Karachi Central,2025-08-22,2025,8,36-45
249,54,Male,Karachi,Karachi Central,2024-09-08,2024,9,46-55
250,62,Male,Karachi,Karachi South,2024-09-11,2024,9,56+
251,42,Female,Karachi,Karachi East,2024-07-11,2024,7,36-45
252,35,Male,Karachi,Karachi West,2024-10-07,2024,10,26-35
253,33,Female,Karachi,Malir,2025-08-23,2025,8,26-35
254,44,Male,Karachi,Karachi West,2024-07-19,2024,7,36-45
255,27,Female,Karachi,Karachi West,2024-01-09,2024,1,26-35
256,56,Male,Karachi,Korangi,2024-08-03,2024,8,56+
257,32,Male,Karachi,Korangi,2024-07-20,2024,7,26-35
258,24,Female,Karachi,Karachi West,2025-10-31,2025,10,18-25
259,41,Female,Karachi,Malir,2025-08-09,2025,8,36-45
260,29,Female,Karachi,Karachi Central,2025-11-10,2025,11,26-35
261,32,Female,Karachi,Karachi Central,2024-07-23,2024,7,26-35
262,48,Female,Karachi,Korangi,2025-03-21,2025,3,46-55
263,20,Male,Karachi,Karachi South,2025-06-15,2025,6,18-25
264,44,Female,Karachi,Keamari,2024-05-31,2024,5,36-45
265,38,Male,Karachi,Karachi South,2024-04-14,2024,4,36-45
266,20,Female,Karachi,Malir,2024-09-11,2024,9,18-25
267,62,Female,Karachi,Malir,2024-02-15,2024,2,56+
268,24,Male,Karachi,Karachi West,2025-08-18,2025,8,18-25
269,37,Female,Karachi,Karachi East,2024-11-01,2024,11,36-45
270,63,Female,Karachi,Korangi,2024-03-03,2024,3,56+
271,34,Male,Karachi,Karachi South,2024-08-24,2024,8,26-35
272,38,Female,Karachi,Karachi Central,2024-02-06,2024,2,36-45
273,55,Female,Karachi,Karachi West,2024-02-03,2024,2,46-55
274,48,Female,Karachi,Korangi,2024-08-05,2024,8,46-55
275,19,Female,Karachi,Keamari,2025-05-03,2025,5,18-25
276,32,Male,Karachi,Karachi Central,2025-10-06,2025,10,26-35
277,35,Female,Karachi,Karachi East,2024-11-29,2024,11,26-35
278,64,Male,Karachi,Karachi West,2025-12-05,2025,12,56+
279,20,Female,Karachi,Karachi East,2025-07-21,2025,7,18-25
280,56,Male,Karachi,Karachi East,2024-07-27,2024,7,56+
281,63,Male,Karachi,Korangi,2024-01-15,2024,1,56+
282,51,Female,Karachi,Karachi East,2024-09-19,2024,9,46-55
283,25,Female,Karachi,Korangi,2024-05-18,2024,5,18-25
284,53,Male,Karachi,Karachi East,2025-04-21,2025,4,46-55
285,19,Female,Karachi,Malir,2024-08-09,2024,8,18-25
286,40,Female,Karachi,Karachi South,2024-10-24,2024,10,36-45
287,46,Male,Karachi,Karachi West,2025-02-17,2025,2,46-55
288,54,Female,Karachi,Keamari,2025-03-14,2025,3,46-55
289,20,Male,Karachi,Karachi West,2024-02-07,2024,2,18-25
290,49,Male,Karachi,Karachi West,2025-05-31,2025,5,46-55
291,27,Male,Karachi,Karachi South,2024-04-29,2024,4,26-35
292,59,Female,Karachi,Karachi Central,2025-02-08,2025,2,56+
293,51,Female,Karachi,Karachi Central,2025-07-12,2025,7,46-55
294,43,Male,Karachi,Karachi East,2025-10-28,2025,10,36-45
295,65,Male,Karachi,Karachi South,2025-05-29,2025,5,56+
296,33,Male,Karachi,Karachi Central,2024-03-13,2024,3,26-35
297,36,Male,Karachi,Korangi,2024-12-13,2024,12,36-45
298,33,Male,Karachi,Malir,2024-04-28,2024,4,26-35
299,29,Female,Karachi,Karachi East,2025-03-20,2025,3,26-35
300,47,Male,Karachi,Karachi East,2025-01-25,2025,1,46-55
301,53,Male,Karachi,Keamari,2025-12-06,2025,12,46-55
302,27,Female,Karachi,Korangi,2025-01-08,2025,1,26-35
303,51,Male,Karachi,Malir,2024-07-28,2024,7,46-55
304,58,Male,Karachi,Malir,2024-12-27,2024,12,56+
305,65,Female,Karachi,Keamari,2024-10-29,2024,10,56+
306,47,Female,Karachi,Karachi East,2025-03-17,2025,3,46-55
307,22,Male,Karachi,Malir,2025-08-20,2025,8,18-25
308,18,Female,Karachi,Keamari,2024-02-26,2024,2,18-25
309,22,Male,Karachi,Malir,2024-06-01,2024,6,18-25
310,43,Male,Karachi,Karachi Central,2024-03-02,2024,3,36-45
311,19,Male,Karachi,Malir,2024-02-15,2024,2,18-25
312,23,Male,Karachi,Malir,2024-01-31,2024,1,18-25
313,62,Male,Karachi,Keamari,2024-03-30,2024,3,56+
314,44,Male,Karachi,Karachi Central,2024-10-08,2024,10,36-45
315,61,Female,Karachi,Karachi South,2024-05-01,2024,5,56+
316,18,Male,Karachi,Karachi East,2025-10-25,2025,10,18-25
317,48,Male,Karachi,Karachi West,2025-06-13,2025,6,46-55
318,45,Female,Karachi,Keamari,2025-11-01,2025,11,36-45
319,23,Female,Karachi,Keamari,2025-11-19,2025,11,18-25
320,51,Female,Karachi,Karachi Central,2025-05-20,2025,5,46-55
321,21,Male,Karachi,Malir,2025-06-20,2025,6,18-25
322,22,Male,Karachi,Keamari,2025-12-17,2025,12,18-25
323,35,Male,Karachi,Malir,2024-06-23,2024,6,26-35
324,35,Male,Karachi,Karachi Central,2025-01-22,2025,1,26-35
325,43,Male,Karachi,Korangi,2024-03-17,2024,3,36-45
326,32,Male,Karachi,Karachi West,2025-02-02,2025,2,26-35
327,57,Male,Karachi,Malir,2024-09-29,2024,9,56+
328,30,Male,Karachi,Karachi Central,2025-05-07,2025,5,26-35
329,58,Male,Karachi,Karachi West,2025-04-26,2025,4,56+
330,40,Male,Karachi,Karachi South,2024-10-09,2024,10,36-45
331,23,Male,Karachi,Korangi,2024-05-27,2024,5,18-25
332,29,Female,Karachi,Korangi,2025-12-22,2025,12,26-35
333,63,Male,Karachi,Karachi East,2024-02-24,2024,2,56+
334,54,Male,Karachi,Korangi,2025-01-28,2025,1,46-55
335,26,Male,Karachi,Karachi West,2025-03-15,2025,3,26-35
336,64,Female,Karachi,Karachi East,2025-03-16,2025,3,56+
337,56,Male,Karachi,Karachi South,2024-07-26,2024,7,56+
338,63,Male,Karachi,Karachi West,2025-03-25,2025,3,56+
339,56,Female,Karachi,Karachi South,2025-02-13,2025,2,56+
340,32,Male,Karachi,Karachi Central,2024-05-06,2024,5,26-35
341,53,Male,Karachi,Karachi Central,2024-12-27,2024,12,46-55
342,63,Male,Karachi,Karachi South,2024-05-18,2024,5,56+
343,32,Male,Karachi,Karachi South,2025-05-26,2025,5,26-35
344,30,Male,Karachi,Korangi,2024-01-09,2024,1,26-35
345,29,Male,Karachi,Keamari,2024-06-02,2024,6,26-35
346,56,Female,Karachi,Karachi Central,2025-03-31,2025,3,56+
347,55,Male,Karachi,Karachi East,2024-08-08,2024,8,46-55
348,45,Female,Karachi,Karachi West,2025-12-24,2025,12,36-45
349,43,Female,Karachi,Karachi West,2024-02-05,2024,2,36-45
350,43,Female,Karachi,Karachi East,2025-08-25,2025,8,36-45
351,42,Male,Karachi,Malir,2024-05-06,2024,5,36-45
352,64,Female,Karachi,Korangi,2024-06-01,2024,6,56+
353,43,Male,Karachi,Karachi West,2024-12-31,2024,12,36-45
354,39,Male,Karachi,Korangi,2024-08-12,2024,8,36-45
355,30,Female,Karachi,Malir,2024-11-25,2024,11,26-35
356,61,Male,Karachi,Keamari,2024-05-21,2024,5,56+
357,26,Female,Karachi,Karachi South,2025-04-06,2025,4,26-35
358,44,Female,Karachi,Karachi East,2025-05-13,2025,5,36-45
359,38,Male,Karachi,Malir,2025-05-28,2025,5,36-45
360,63,Male,Karachi,Malir,2024-07-07,2024,7,56+
361,48,Male,Karachi,Malir,2024-07-17,2024,7,46-55
362,29,Male,Karachi,Karachi South,2025-05-13,2025,5,26-35
363,35,Female,Karachi,Karachi Central,2025-05-28,2025,5,26-35
364,21,Female,Karachi,Karachi West,2024-07-23,2024,7,18-25
365,52,Male,Karachi,Karachi West,2024-08-27,2024,8,46-55
366,52,Female,Karachi,Karachi West,2025-03-31,2025,3,46-55
367,46,Female,Karachi,Korangi,2024-06-13,2024,6,46-55
368,45,Female,Karachi,Korangi,2024-07-20,2024,7,36-45
369,39,Female,Karachi,Malir,2025-10-02,2025,10,36-45
370,35,Female,Karachi,Karachi South,2024-03-13,2024,3,26-35
371,54,Female,Karachi,Malir,2024-11-02,2024,11,46-55
372,63,Female,Karachi,Karachi East,2024-09-27,2024,9,56+
373,38,Male,Karachi,Malir,2024-08-06,2024,8,36-45
374,42,Female,Karachi,Karachi East,2025-08-05,2025,8,36-45
375,20,Male,Karachi,Karachi West,2025-05-28,2025,5,18-25
376,37,Male,Karachi,Karachi West,2024-06-27,2024,6,36-45
377,55,Male,Karachi,Keamari,2024-10-21,2024,10,46-55
378,43,Male,Karachi,Keamari,2024-08-28,2024,8,36-45
379,58,Female,Karachi,Karachi West,2024-05-07,2024,5,56+
380,46,Male,Karachi,Karachi Central,2025-05-25,2025,5,46-55
381,62,Male,Karachi,Malir,2024-03-19,2024,3,56+
382,41,Female,Karachi,Karachi West,2025-01-25,2025,1,36-45
383,30,Female,Karachi,Karachi East,2025-11-22,2025,11,26-35
384,21,Female,Karachi,Karachi South,2025-10-04,2025,10,18-25
385,24,Female,Karachi,Karachi Central,2025-07-23,2025,7,18-25
386,51,Female,Karachi,Keamari,2025-01-25,2025,1,46-55
387,28,Male,Karachi,Keamari,2025-12-30,2025,12,26-35
388,38,Male,Karachi,Korangi,2025-09-14,2025,9,36-45
389,36,Male,Karachi,Keamari,2025-05-29,2025,5,36-45
390,55,Female,Karachi,Keamari,2024-09-04,2024,9,46-55
391,40,Male,Karachi,Karachi South,2024-01-10,2024,1,36-45
392,50,Male,Karachi,Karachi South,2024-09-27,2024,9,46-55
393,26,Female,Karachi,Karachi East,2024-11-14,2024,11,26-35
394,58,Female,Karachi,Karachi East,2025-03-09,2025,3,56+
395,44,Female,Karachi,Keamari,2024-09-22,2024,9,36-45
396,26,Female,Karachi,Korangi,2025-02-12,2025,2,26-35
397,23,Female,Karachi,Karachi South,2025-05-13,2025,5,18-25
398,56,Female,Karachi,Karachi East,2025-01-19,2025,1,56+
399,38,Male,Karachi,Karachi South,2024-07-31,2024,7,36-45
400,51,Male,Karachi,Malir,2025-11-13,2025,11,46-55
401,60,Male,Karachi,Karachi West,2024-12-07,2024,12,56+
402,24,Female,Karachi,Keamari,2025-04-22,2025,4,18-25
403,20,Male,Karachi,Karachi West,2025-03-13,2025,3,18-25
404,23,Male,Karachi,Karachi Central,2025-08-14,2025,8,18-25
405,41,Female,Karachi,Malir,2024-10-05,2024,10,36-45
406,26,Female,Karachi,Korangi,2025-12-21,2025,12,26-35
407,58,Male,Karachi,Karachi East,2024-04-06,2024,4,56+
408,32,Male,Karachi,Karachi West,2025-02-12,2025,2,26-35
409,31,Female,Karachi,Karachi East,2025-06-27,2025,6,26-35
410,62,Female,Karachi,Korangi,2025-03-06,2025,3,56+
411,21,Male,Karachi,Karachi Central,2024-11-24,2024,11,18-25
412,29,Male,Karachi,Malir,2024-09-18,2024,9,26-35
413,38,Female,Karachi,Malir,2024-08-11,2024,8,36-45
414,24,Female,Karachi,Karachi Central,2025-05-22,2025,5,18-25
415,21,Female,Karachi,Malir,2024-12-06,2024,12,18-25
416,24,Male,Karachi,Karachi East,2024-07-27,2024,7,18-25
417,47,Male,Karachi,Karachi East,2025-05-20,2025,5,46-55
418,58,Female,Karachi,Karachi East,2025-05-09,2025,5,56+
