order_detail_id,order_id,product_id,quantity,unit_price,line_total
155,2553,64,4,479.66,1918.65
156,7482,84,5,323.32,1616.62
157,4805,76,4,116.19,464.77
158,8339,95,4,608.08,2432.31
159,79,11,4,545.92,2183.7
160,6567,67,1,385.66,385.66
161,9840,17,2,697.8,1395.6
162,817,45,5,507.14,2535.69
163,10221,78,2,630.73,1261.46
164,4943,6,3,429.71,1289.13
165,1162,43,2,512.98,1025.96
166,6085,16,2,224.77,449.54
167,7787,70,1,354.95,354.95
168,10921,2,1,575.59,575.59
169,6896,18,3,131.18,393.53
170,6748,76,2,116.19,232.39
171,10742,51,3,153.49,460.47
172,3365,81,3,334.21,1002.62
173,5310,49,3,255.58,766.75
174,1066,34,2,401.43,802.85
175,11958,34,5,401.43,2007.13
176,6690,59,2,277.98,555.97
177,2380,11,2,545.92,1091.85
178,10831,44,5,744.58,3722.92
179,10701,77,4,208.62,834.47
180,1749,96,1,649.68,649.68
181,1660,4,3,529.53,1588.59
182,603,79,5,258.53,1292.64
183,3340,37,3,615.48,1846.43
184,2874,87,2,152.82,305.64
185,11823,30,1,172.82,172.82
186,5162,89,1,279.32,279.32
187,8441,44,1,744.58,744.58
188,3689,78,4,630.73,2522.93
189,1709,33,1,93.94,93.94
190,9645,86,1,632.95,632.95
191,6561,62,5,542.6,2713.01
192,6023,61,2,540.28,1080.55
193,10662,80,5,184.19,920.97
194,8180,78,1,630.73,630.73
195,313,43,5,512.98,2564.89
196,334,23,2,81.55,163.11
197,1683,6,2,429.71,859.42
198,3582,18,4,131.18,524.71
199,1762,15,5,362.32,1811.62
200,8573,42,4,235.76,943.04
201,202,71,3,493.94,1481.82
202,9217,8,4,345.11,1380.45
203,9961,10,3,361.51,1084.52
204,825,79,1,258.53,258.53
205,626,80,2,184.19,368.39
206,3125,42,2,235.76,471.52
207,3350,92,1,655.59,655.59
208,6188,31,5,356.75,1783.76
209,7673,3,4,257.3,1029.2
210,7197,57,1,589.69,589.69
211,11231,13,4,237.95,951.8
212,274,8,1,345.11,345.11
213,828,28,5,637.83,3189.16
214,5999,100,4,371.01,1484.03
215,2207,99,4,453.88,1815.51
216,10235,40,1,700.86,700.86
217,8464,77,1,208.62,208.62
218,1199,47,5,107.36,536.8
219,2557,55,3,456.18,1368.53
220,1296,55,3,456.18,1368.53
221,2252,20,5,673.87,3369.33
222,568,19,5,604.02,3020.1
223,4913,25,2,124.64,249.29
224,10494,64,3,479.66,1438.99
225,6892,49,1,255.58,255.58
226,28,51,5,153.49,767.44
227,2358,50,4,581.18,2324.71
228,2682,67,5,385.66,1928.32
229,5750,39,1,251.86,251.86
230,7101,77,3,208.62,625.86
231,4907,85,3,738.47,2215.41
232,2180,73,3,403.41,1210.22
233,2087,84,2,323.32,646.65
234,11703,67,1,385.66,385.66
235,5668,12,4,187.52,750.07
236,5315,73,1,403.41,403.41
237,6931,8,3,345.11,1035.34
238,11882,12,1,187.52,187.52
239,3312,34,2,401.43,802.85
240,5895,63,3,149.61,448.84
241,7333,82,5,463.39,2316.97
242,395,20,1,673.87,673.87
243,3137,58,5,442.36,2211.79
244,3686,41,5,277.64,1388.21
245,10131,5,3,451.11,1353.33
246,11653,84,2,323.32,646.65
247,2475,79,3,258.53,775.58
248,11759,25,4,124.64,498.58
249,5086,62,1,542.6,542.6
250,8848,3,3,257.3,771.9
251,3261,7,5,593.63,2968.15
252,1680,26,3,478.7,1436.09
253,10513,96,5,649.68,3248.38
254,2571,39,2,251.86,503.72
255,2606,1,2,163.76,327.51
256,9283,1,5,163.76,818.78
257,8130,23,2,81.55,163.11
258,2278,48,4,281.46,1125.84
259,1705,96,3,649.68,1949.03
260,8305,54,4,585.07,2340.28
261,10600,85,3,738.47,2215.41
262,5537,47,5,107.36,536.8
263,6726,29,4,426.48,1705.93
264,11348,59,4,277.98,1111.93
265,835,91,5,382.35,1911.76
266,5491,38,2,378.62,757.24
267,2898,11,4,545.92,2183.7
268,8997,45,5,507.14,2535.69
269,5600,93,1,621.07,621.07
270,11902,66,5,678.42,3392.09
271,2460,16,1,224.77,224.77
272,330,37,4,615.48,2461.91
273,9322,6,3,429.71,1289.13
274,11159,11,3,545.92,1637.78
275,4034,48,4,281.46,1125.84
276,4329,26,4,478.7,1914.79
277,8619,83,5,187.85,939.24
278,4349,48,1,281.46,281.46
279,3171,19,1,604.02,604.02
280,1268,52,5,633.85,3169.24
281,4854,65,4,626.54,2506.16
282,3293,53,2,181.25,362.5
283,7249,45,1,507.14,507.14
284,559,92,1,655.59,655.59
285,695,66,5,678.42,3392.09
286,1700,12,2,187.52,375.04
287,1506,93,1,621.07,621.07
288,10921,40,1,700.86,700.86
289,8062,63,5,149.61,748.07
290,1792,94,2,479.66,959.32
291,846,22,3,377.33,1132.0
292,1790,38,3,378.62,1135.86
293,3724,69,5,588.48,2942.38
294,9920,90,5,702.3,3511.51
295,1544,68,5,103.13,515.64
296,1461,30,2,172.82,345.64
297,3539,21,3,184.38,553.13
298,6455,50,5,581.18,2905.89
299,5330,81,1,334.21,334.21
300,5832,73,1,403.41,403.41
301,11252,46,1,510.28,510.28
302,11235,99,4,453.88,1815.51
303,4486,84,3,323.32,969.97
304,3329,43,4,512.98,2051.91
305,4128,1,3,163.76,491.26
306,4222,66,2,678.42,1356.84
307,11586,37,4,615.48,2461.91
308,9270,21,3,184.38,553.13
309,9999,64,4,479.66,1918.65
310,5130,5,5,451.11,2255.54
311,3767,47,4,107.36,429.44
312,11216,72,4,374.36,1497.46
313,8900,7,3,593.63,1780.89
314,10587,30,3,172.82,518.45
315,2359,24,2,362.95,725.9
316,3265,49,1,255.58,255.58
317,7295,25,1,124.64,124.64
318,461,29,4,426.48,1705.93
319,3698,75,1,616.48,616.48
320,1977,27,2,388.81,777.62
321,9637,6,1,429.71,429.71
322,1260,53,4,181.25,725.0
323,6653,62,2,542.6,1085.2
324,11358,9,5,636.87,3184.33
325,3280,31,4,356.75,1427.0
326,11933,50,3,581.18,1743.53
327,317,10,3,361.51,1084.52
328,11954,6,2,429.71,859.42
329,9816,49,5,255.58,1277.92
330,9205,46,3,510.28,1530.86
331,8581,30,4,172.82,691.27
332,1164,8,1,345.11,345.11
333,386,54,5,585.07,2925.35
334,2945,10,1,361.51,361.51
335,6514,88,2,148.72,297.44
336,7435,75,5,616.48,3082.42
337,9185,87,3,152.82,458.46
338,7573,17,3,697.8,2093.4
339,2586,2,5,575.59,2877.95
340,11106,31,3,356.75,1070.25
341,4148,41,5,277.64,1388.21
342,1880,8,1,345.11,345.11
343,10018,13,5,237.95,1189.75
344,7529,29,5,426.48,2132.42
345,8430,13,3,237.95,713.85
346,3870,54,1,585.07,585.07
347,4123,72,4,374.36,1497.46
348,10512,31,4,356.75,1427.0
349,8445,44,5,744.58,3722.92
350,10864,19,4,604.02,2416.08
351,6719,99,3,453.88,1361.63
352,5893,25,4,124.64,498.58
353,6157,69,2,588.48,1176.95
354,6140,99,1,453.88,453.88
355,5815,41,3,277.64,832.92
356,6152,64,5,479.66,2398.31
357,8805,82,5,463.39,2316.97
358,2203,51,4,153.49,613.96
359,7262,33,2,93.94,187.88
360,1071,57,1,589.69,589.69
361,8968,96,3,649.68,1949.03
362,9742,64,3,479.66,1438.99
363,5338,80,4,184.19,736.78
364,207,28,3,637.83,1913.49
365,7287,59,4,277.98,1111.93
366,6038,64,3,479.66,1438.99
367,3720,5,1,451.11,451.11
368,5142,76,5,116.19,580.96
369,7285,25,4,124.64,498.58
370,10450,92,1,655.59,655.59
371,11837,25,1,124.64,124.64
372,8169,11,2,545.92,1091.85
373,8535,45,1,507.14,507.14
374,5118,63,5,149.61,748.07
375,11289,38,5,378.62,1893.1
376,1871,57,4,589.69,2358.76
377,3411,19,3,604.02,1812.06
378,8566,48,3,281.46,844.38
379,9493,29,2,426.48,852.97
380,3217,71,2,493.94,987.88
381,11679,72,3,374.36,1123.09
382,6239,96,5,649.68,3248.38
383,6286,82,4,463.39,1853.57
384,12000,85,5,738.47,3692.35
385,9826,59,5,277.98,1389.92
386,10243,83,1,187.85,187.85
387,4318,38,1,378.62,378.62
388,3199,53,3,181.25,543.75
389,11676,83,4,187.85,751.39
390,4900,31,1,356.75,356.75
391,7848,43,2,512.98,1025.96
392,8149,29,1,426.48,426.48
393,6135,55,4,456.18,1824.71
394,9329,86,2,632.95,1265.91
395,4080,56,1,102.07,102.07
396,7661,90,1,702.3,702.3
397,6372,3,5,257.3,1286.5
398,8469,30,4,172.82,691.27
399,162,88,4,148.72,594.88
400,2219,81,1,334.21,334.21
401,1949,96,5,649.68,3248.38
402,8323,51,3,153.49,460.47
403,7334,67,4,385.66,1542.66
404,3426,7,4,593.63,2374.52
405,1771,88,3,148.72,446.16
406,9740,49,2,255.58,511.17
407,9157,52,4,633.85,2535.4
408,1923,37,4,615.48,2461.91
409,4913,20,5,673.87,3369.33
410,7845,82,4,463.39,1853.57
411,1373,39,2,251.86,503.72
412,2937,75,2,616.48,1232.97
413,2,30,3,172.82,518.45
414,7712,58,3,442.36,1327.08
415,2112,56,3,102.07,306.21
416,3931,64,4,479.66,1918.65
417,881,62,2,542.6,1085.2
418,4498,71,4,493.94,1975.76
419,3082,85,2,738.47,1476.94
420,797,33,4,93.94,375.75
421,1205,57,1,589.69,589.69
422,10003,94,4,479.66,1918.65
423,3253,69,2,588.48,1176.95
424,9823,62,3,542.6,1627.81
425,5022,83,3,187.85,563.54
426,10702,23,4,81.55,326.21
427,6498,95,1,608.08,608.08
428,5296,88,4,148.72,594.88
429,10005,58,4,442.36,1769.44
430,4672,21,5,184.38,921.88
431,2848,96,2,649.68,1299.35
432,6617,58,5,442.36,2211.79
433,1207,80,1,184.19,184.19
434,115,47,1,107.36,107.36
435,6252,32,1,625.49,625.49
436,3671,60,4,611.43,2445.73
437,10538,32,3,625.49,1876.46
438,1843,3,2,257.3,514.6
439,414,41,1,277.64,277.64
440,10273,72,1,374.36,374.36
441,3642,62,5,542.6,2713.01
442,11286,13,5,237.95,1189.75
443,5590,79,5,258.53,1292.64
444,9608,85,2,738.47,1476.94
445,1033,79,4,258.53,1034.11
446,4870,49,4,255.58,1022.33
447,10186,82,3,463.39,1390.18
448,1539,93,2,621.07,1242.15
449,4276,36,4,453.16,1812.64
450,3775,50,4,581.18,2324.71
451,2545,36,5,453.16,2265.79
452,8366,47,1,107.36,107.36
453,3896,79,4,258.53,1034.11
454,3350,94,4,479.66,1918.65
455,3121,71,5,493.94,2469.7
456,10659,60,2,611.43,1222.87
457,2585,27,3,388.81,1166.43
458,8655,24,1,362.95,362.95
459,2823,2,2,575.59,1151.18
460,3023,41,5,277.64,1388.21
461,3419,76,3,116.19,348.58
462,8236,59,2,277.98,555.97
463,6459,99,4,453.88,1815.51
464,11963,35,4,197.75,791.0
465,5739,4,3,529.53,1588.59
466,6569,84,4,323.32,1293.29
467,12,88,1,148.72,148.72
468,3340,33,1,93.94,93.94
469,8102,44,2,744.58,1489.17
470,10733,35,4,197.75,791.0
471,8395,40,5,700.86,3504.29
472,3658,11,3,545.92,1637.78
473,3261,54,3,585.07,1755.21
474,3894,11,3,545.92,1637.78
475,5695,92,4,655.59,2622.35
476,8404,99,5,453.88,2269.39
477,1383,70,2,354.95,709.9
478,2066,76,5,116.19,580.96
479,123,34,2,401.43,802.85
480,7080,12,3,187.52,562.55
481,5920,73,1,403.41,403.41
482,908,32,1,625.49,625.49
483,285,28,2,637.83,1275.66
484,7899,79,1,258.53,258.53
485,10887,8,1,345.11,345.11
486,2430,31,3,356.75,1070.25
487,11505,81,5,334.21,1671.03
488,1474,11,2,545.92,1091.85
489,3686,63,1,149.61,149.61
490,9404,61,2,540.28,1080.55
491,5245,88,3,148.72,446.16
492,1178,72,1,374.36,374.36
493,5867,17,3,697.8,2093.4
494,6724,38,1,378.62,378.62
495,449,19,2,604.02,1208.04
496,3095,37,3,615.48,1846.43
497,6321,85,4,738.47,2953.88
498,11622,23,4,81.55,326.21
499,3535,85,5,738.47,3692.35
500,7739,68,3,103.13,309.38
501,338,26,5,478.7,2393.48
502,9189,75,1,616.48,616.48
503,7532,53,1,181.25,181.25
504,11773,17,2,697.8,1395.6
505,1892,78,2,630.73,1261.46
506,4794,24,3,362.95,1088.85
507,5731,5,4,451.11,1804.43
508,737,22,1,377.33,377.33
509,5434,19,3,604.02,1812.06
510,4419,7,5,593.63,2968.15
511,326,93,3,621.07,1863.22
512,482,56,2,102.07,204.14
513,2702,66,4,678.42,2713.67
514,8269,3,4,257.3,1029.2
515,1794,47,2,107.36,214.72
516,10435,56,1,102.07,102.07
517,9586,71,3,493.94,1481.82
518,3205,15,5,362.32,1811.62
519,2261,31,4,356.75,1427.0
520,3847,89,3,279.32,837.95
521,1801,83,2,187.85,375.7
522,5051,62,1,542.6,542.6
523,8624,58,4,442.36,1769.44
524,11131,42,3,235.76,707.28
525,8190,77,1,208.62,208.62
526,10012,15,4,362.32,1449.29
527,8236,20,5,673.87,3369.33
528,3680,75,1,616.48,616.48
529,5907,93,2,621.07,1242.15
530,4179,15,3,362.32,1086.97
531,2577,90,3,702.3,2106.9
532,7669,29,2,426.48,852.97
533,6114,76,1,116.19,116.19
534,3099,1,1,163.76,163.76
535,9441,44,1,744.58,744.58
536,10482,34,4,401.43,1605.7
537,831,32,2,625.49,1250.98
538,11780,51,5,153.49,767.44
539,10963,44,1,744.58,744.58
540,11320,88,3,148.72,446.16
541,11707,56,4,102.07,408.28
542,7191,31,4,356.75,1427.0
543,11320,84,2,323.32,646.65
544,9657,29,3,426.48,1279.45
545,8348,34,3,401.43,1204.28
546,749,65,2,626.54,1253.08
547,11054,63,5,149.61,748.07
548,9597,61,3,540.28,1620.83
549,4469,60,3,611.43,1834.3
550,2354,30,1,172.82,172.82
551,8163,63,3,149.61,448.84
552,2149,92,2,655.59,1311.17
553,11828,53,5,181.25,906.25
554,1842,58,1,442.36,442.36
555,2782,18,2,131.18,262.35
556,821,67,4,385.66,1542.66
557,5515,23,1,81.55,81.55
558,6255,45,3,507.14,1521.41
559,7631,70,3,354.95,1064.86
560,2183,70,1,354.95,354.95
561,10668,44,3,744.58,2233.75
562,4012,98,1,350.07,350.07
563,7297,60,3,611.43,1834.3
564,10264,20,3,673.87,2021.6
565,1676,84,1,323.32,323.32
566,9253,97,1,676.03,676.03
567,3174,94,1,479.66,479.66
568,1503,27,2,388.81,777.62
569,1634,58,3,442.36,1327.08
570,7065,49,3,255.58,766.75
571,8151,46,3,510.28,1530.86
572,2174,49,5,255.58,1277.92
573,7179,98,3,350.07,1050.2
574,938,4,4,529.53,2118.11
575,3066,51,1,153.49,153.49
576,2810,1,4,163.76,655.02
577,2805,84,5,323.32,1616.62
578,2402,99,1,453.88,453.88
579,2185,10,2,361.51,723.02
580,76,45,4,507.14,2028.55
581,5996,66,2,678.42,1356.84
582,3724,53,3,181.25,543.75
583,9675,16,3,224.77,674.32
584,6182,39,4,251.86,1007.45
585,11251,42,1,235.76,235.76
586,7125,5,2,451.11,902.22
587,2120,28,3,637.83,1913.49
588,9460,47,5,107.36,536.8
589,27,73,4,403.41,1613.62
590,850,28,3,637.83,1913.49
591,11925,48,4,281.46,1125.84
592,9881,79,4,258.53,1034.11
593,2587,62,1,542.6,542.6
594,5774,24,5,362.95,1814.74
595,6446,59,3,277.98,833.95
596,11604,85,5,738.47,3692.35
597,6023,48,1,281.46,281.46
598,5652,61,1,540.28,540.28
599,6239,62,3,542.6,1627.81
600,5779,48,5,281.46,1407.3
601,9569,55,2,456.18,912.35
602,8375,20,3,673.87,2021.6
603,10706,7,5,593.63,2968.15
604,4442,85,3,738.47,2215.41
605,111,26,3,478.7,1436.09
606,1410,54,1,585.07,585.07
607,5593,57,4,589.69,2358.76
608,8362,19,3,604.02,1812.06
609,6508,19,5,604.02,3020.1
610,11546,71,3,493.94,1481.82
611,7696,61,3,540.28,1620.83
612,1392,65,4,626.54,2506.16
613,10195,76,1,116.19,116.19
614,3337,5,4,451.11,1804.43
615,5366,87,1,152.82,152.82
616,3721,59,3,277.98,833.95
617,6860,54,1,585.07,585.07
618,7745,18,1,131.18,131.18
619,8337,84,4,323.32,1293.29
620,905,46,3,510.28,1530.86
621,9196,27,1,388.81,388.81
622,7128,55,3,456.18,1368.53
623,8228,25,2,124.64,249.29
624,360,65,5,626.54,3132.7
625,7921,41,4,277.64,1110.56
626,3514,12,5,187.52,937.59
627,10019,73,3,403.41,1210.22
628,4962,84,2,323.32,646.65
629,5727,81,3,334.21,1002.62
630,3665,51,2,153.49,306.98
631,1484,24,4,362.95,1451.8
632,6281,93,3,621.07,1863.22
633,1374,64,5,479.66,2398.31
634,5724,77,5,208.62,1043.09
635,7211,89,4,279.32,1117.27
636,10636,42,2,235.76,471.52
637,2625,50,2,581.18,1162.36
638,1074,78,2,630.73,1261.46
639,1140,73,2,403.41,806.81
640,10972,78,4,630.73,2522.93
641,5397,57,5,589.69,2948.44
642,9512,81,5,334.21,1671.03
643,5712,80,3,184.19,552.58
644,8464,66,2,678.42,1356.84
645,6586,52,3,633.85,1901.55
646,11030,60,5,611.43,3057.16
647,4186,20,3,673.87,2021.6
648,10080,13,5,237.95,1189.75
649,5599,82,4,463.39,1853.57
650,1087,26,4,478.7,1914.79
651,5307,52,4,633.85,2535.4
652,9820,28,1,637.83,637.83
653,5502,43,1,512.98,512.98
654,79,30,1,172.82,172.82
655,6149,44,2,744.58,1489.17
656,8831,5,2,451.11,902.22
657,11031,34,3,401.43,1204.28
658,1912,76,1,116.19,116.19
659,9854,48,4,281.46,1125.84
660,10070,72,5,374.36,1871.82
661,6246,17,2,697.8,1395.6
662,6300,87,5,152.82,764.11
663,7779,38,2,378.62,757.24
664,10279,36,3,453.16,1359.48
665,8475,87,3,152.82,458.46
666,8494,13,5,237.95,1189.75
667,4399,71,3,493.94,1481.82
668,4742,31,3,356.75,1070.25
669,10899,47,3,107.36,322.08
670,8609,66,4,678.42,2713.67
671,10406,2,5,575.59,2877.95
672,10167,54,5,585.07,2925.35
673,9759,50,4,581.18,2324.71
674,5079,26,5,478.7,2393.48
675,3070,18,1,131.18,131.18
676,7604,39,5,251.86,1259.31
677,3776,13,5,237.95,1189.75
678,11405,93,4,621.07,2484.3
679,7312,49,2,255.58,511.17
680,1059,47,3,107.36,322.08
681,104,46,4,510.28,2041.14
682,9790,76,1,116.19,116.19
683,10824,60,5,611.43,3057.16
684,4050,28,5,637.83,3189.16
685,2991,27,3,388.81,1166.43
686,8212,53,2,181.25,362.5
687,8019,72,2,374.36,748.73
688,4247,9,3,636.87,1910.6
689,7758,56,5,102.07,510.34
690,10699,94,1,479.66,479.66
691,10737,1,2,163.76,327.51
692,7502,89,3,279.32,837.95
693,5176,42,2,235.76,471.52
694,9281,63,1,149.61,149.61
695,687,44,3,744.58,2233.75
696,1319,41,1,277.64,277.64
697,2258,44,5,744.58,3722.92
698,1546,4,4,529.53,2118.11
699,1892,22,5,377.33,1886.67
700,648,11,2,545.92,1091.85
701,4883,47,5,107.36,536.8
702,10837,38,3,378.62,1135.86
703,5141,27,2,388.81,777.62
704,4466,34,5,401.43,2007.13
705,1808,83,5,187.85,939.24
706,7294,99,3,453.88,1361.63
707,320,1,4,163.76,655.02
708,2105,35,1,197.75,197.75
709,3559,54,5,585.07,2925.35
710,5102,88,5,148.72,743.6
711,10287,6,4,429.71,1718.84
712,4152,75,2,616.48,1232.97
713,8608,90,2,702.3,1404.6
714,7535,16,4,224.77,899.09
715,3169,36,2,453.16,906.32
716,10169,94,4,479.66,1918.65
717,8902,3,4,257.3,1029.2
718,10665,50,5,581.18,2905.89
719,11494,39,4,251.86,1007.45
720,3303,22,4,377.33,1509.34
721,10238,18,5,131.18,655.88
722,1491,35,4,197.75,791.0
723,3326,66,1,678.42,678.42
724,8961,27,3,388.81,1166.43
725,2596,39,3,251.86,755.59
726,5538,30,4,172.82,691.27
727,3896,95,3,608.08,1824.23
728,257,47,3,107.36,322.08
729,4813,39,4,251.86,1007.45
730,7122,32,1,625.49,625.49
731,37,18,2,131.18,262.35
732,5247,85,5,738.47,3692.35
733,9748,79,1,258.53,258.53
734,10391,50,4,581.18,2324.71
735,9855,47,4,107.36,429.44
736,4370,4,3,529.53,1588.59
737,2105,75,4,616.48,2465.94
738,4828,53,5,181.25,906.25
739,372,21,2,184.38,368.75
740,5831,70,1,354.95,354.95
741,10333,63,4,149.61,598.46
742,10213,78,4,630.73,2522.93
743,2113,69,2,588.48,1176.95
744,10281,59,3,277.98,833.95
745,10297,77,2,208.62,417.24
746,1199,65,4,626.54,2506.16
747,7121,91,3,382.35,1147.06
748,7375,74,4,295.26,1181.05
749,3531,2,4,575.59,2302.36
750,8624,58,3,442.36,1327.08
751,9554,54,1,585.07,585.07
752,3982,82,4,463.39,1853.57
753,3305,98,5,350.07,1750.33
754,6693,8,5,345.11,1725.56
755,10541,36,4,453.16,1812.64
756,894,19,1,604.02,604.02
757,480,14,4,447.52,1790.08
758,2752,89,5,279.32,1396.59
759,5135,24,1,362.95,362.95
760,9973,44,3,744.58,2233.75
761,6149,3,1,257.3,257.3
762,6284,69,1,588.48,588.48
763,2986,23,1,81.55,81.55
764,3125,77,1,208.62,208.62
765,3463,36,2,453.16,906.32
766,3392,26,2,478.7,957.39
767,11989,72,1,374.36,374.36
768,4547,96,2,649.68,1299.35
769,11227,30,2,172.82,345.64
770,3410,49,4,255.58,1022.33
771,7314,68,4,103.13,412.51
772,7372,74,3,295.26,885.79
773,8684,85,3,738.47,2215.41
774,5248,77,1,208.62,208.62
775,5592,35,2,197.75,395.5
776,4741,31,1,356.75,356.75
777,4635,36,3,453.16,1359.48
778,9680,98,5,350.07,1750.33
779,1921,6,2,429.71,859.42
780,154,34,2,401.43,802.85
781,6904,83,3,187.85,563.54
782,432,50,3,581.18,1743.53
783,11988,47,5,107.36,536.8
784,9819,77,2,208.62,417.24
785,2316,22,3,377.33,1132.0
786,4286,25,4,124.64,498.58
787,1829,34,2,401.43,802.85
788,7952,32,3,625.49,1876.46
789,10205,36,1,453.16,453.16
790,3285,55,2,456.18,912.35
791,10305,15,3,362.32,1086.97
792,6034,63,1,149.61,149.61
793,10774,29,5,426.48,2132.42
794,10082,92,4,655.59,2622.35
795,986,50,3,581.18,1743.53
796,5241,62,3,542.6,1627.81
797,5789,44,2,744.58,1489.17
798,8506,92,4,655.59,2622.35
799,7234,43,2,512.98,1025.96
