order_id,customer_id,order_date,salary_period,festival_sale,order_year,order_month,order_quarter,is_salary_period,is_festival_sale
74,2148,2025-10-26,False,True,2025,10,4,Regular Week,Festival Sale
75,1276,2025-01-10,True,False,2025,1,1,Salary Week,Regular Sale
76,2592,2025-12-05,False,False,2025,12,4,Regular Week,Regular Sale
77,343,2025-04-11,False,True,2025,4,2,Regular Week,Festival Sale
78,4399,2025-11-20,True,True,2025,11,4,Salary Week,Festival Sale
79,4157,2025-12-21,True,True,2025,12,4,Salary Week,Festival Sale
80,2840,2025-10-08,True,False,2025,10,4,Salary Week,Regular Sale
81,853,2025-09-19,True,False,2025,9,3,Salary Week,Regular Sale
82,70,2025-03-23,True,True,2025,3,1,Salary Week,Festival Sale
83,795,2025-11-23,True,True,2025,11,4,Salary Week,Festival Sale
84,4660,2025-11-16,False,True,2025,11,4,Regular Week,Festival Sale
85,584,2025-05-22,True,False,2025,5,2,Salary Week,Regular Sale
86,1658,2025-09-07,True,True,2025,9,3,Salary Week,Festival Sale
87,4630,2025-12-07,False,True,2025,12,4,Regular Week,Festival Sale
88,1285,2025-02-13,True,False,2025,2,1,Salary Week,Regular Sale
89,139,2025-11-27,False,True,2025,11,4,Regular Week,Festival Sale
90,491,2025-09-14,False,True,2025,9,3,Regular Week,Festival Sale
91,90,2025-06-14,True,True,2025,6,2,Salary Week,Festival Sale
92,2516,2025-01-10,True,True,2025,1,1,Salary Week,Festival Sale
93,705,2025-08-07,True,False,2025,8,3,Salary Week,Regular Sale
94,4947,2025-06-22,False,False,2025,6,2,Regular Week,Regular Sale
95,3858,2025-03-29,True,False,2025,3,1,Salary Week,Regular Sale
96,500,2025-07-10,True,False,2025,7,3,Salary Week,Regular Sale
97,4469,2025-11-05,False,False,2025,11,4,Regular Week,Regular Sale
98,492,2025-02-12,True,False,2025,2,1,Salary Week,Regular Sale
99,3918,2025-02-21,True,False,2025,2,1,Salary Week,Regular Sale
100,1329,2025-04-12,False,False,2025,4,2,Regular Week,Regular Sale
101,1255,2025-09-28,True,False,2025,9,3,Salary Week,Regular Sale
102,2932,2025-08-16,False,True,2025,8,3,Regular Week,Festival Sale
103,2958,2025-02-17,True,True,2025,2,1,Salary Week,Festival Sale
104,1734,2025-06-08,False,False,2025,6,2,Regular Week,Regular Sale
105,1592,2025-12-05,False,True,2025,12,4,Regular Week,Festival Sale
106,4688,2025-10-10,False,True,2025,10,4,Regular Week,Festival Sale
107,4318,2025-05-22,False,False,2025,5,2,Regular Week,Regular Sale
108,4610,2025-12-24,True,True,2025,12,4,Salary Week,Festival Sale
109,3552,2025-06-14,False,True,2025,6,2,Regular Week,Festival Sale
110,2461,2025-09-08,True,False,2025,9,3,Salary Week,Regular Sale
111,1956,2025-03-31,False,True,2025,3,1,Regular Week,Festival Sale
112,3043,2025-04-09,False,False,2025,4,2,Regular Week,Regular Sale
113,4138,2025-08-09,True,True,2025,8,3,Salary Week,Festival Sale
114,3554,2025-02-24,False,True,2025,2,1,Regular Week,Festival Sale
115,226,2025-09-30,False,True,2025,9,3,Regular Week,Festival Sale
116,4521,2025-11-02,False,False,2025,11,4,Regular Week,Regular Sale
117,677,2025-10-20,True,False,2025,10,4,Salary Week,Regular Sale
118,4450,2025-07-20,True,True,2025,7,3,Salary Week,Festival Sale
119,824,2025-11-22,False,True,2025,11,4,Regular Week,Festival Sale
120,2443,2025-06-06,False,False,2025,6,2,Regular Week,Regular Sale
121,2134,2025-05-04,True,False,2025,5,2,Salary Week,Regular Sale
122,1414,2025-04-13,False,True,2025,4,2,Regular Week,Festival Sale
123,1121,2025-05-06,False,True,2025,5,2,Regular Week,Festival Sale
124,4239,2025-04-28,True,False,2025,4,2,Salary Week,Regular Sale
125,1714,2025-09-06,True,False,2025,9,3,Salary Week,Regular Sale
126,4703,2025-02-04,False,False,2025,2,1,Regular Week,Regular Sale
127,2609,2025-07-29,False,False,2025,7,3,Regular Week,Regular Sale
128,1514,2025-01-09,False,False,2025,1,1,Regular Week,Regular Sale
129,1631,2025-04-13,False,True,2025,4,2,Regular Week,Festival Sale
130,2451,2025-06-19,False,False,2025,6,2,Regular Week,Regular Sale
131,3305,2025-01-24,False,False,2025,1,1,Regular Week,Regular Sale
132,1202,2025-08-16,False,True,2025,8,3,Regular Week,Festival Sale
133,1852,2025-10-26,False,False,2025,10,4,Regular Week,Regular Sale
134,4485,2025-04-17,True,True,2025,4,2,Salary Week,Festival Sale
135,1802,2025-10-09,True,True,2025,10,4,Salary Week,Festival Sale
136,15,2025-09-07,False,False,2025,9,3,Regular Week,Regular Sale
137,2937,2025-05-09,False,False,2025,5,2,Regular Week,Regular Sale
138,3089,2025-03-17,False,True,2025,3,1,Regular Week,Festival Sale
139,4517,2025-10-09,True,True,2025,10,4,Salary Week,Festival Sale
140,337,2025-07-23,True,True,2025,7,3,Salary Week,Festival Sale
141,355,2025-12-02,False,True,2025,12,4,Regular Week,Festival Sale
142,4201,2025-07-20,True,True,2025,7,3,Salary Week,Festival Sale
143,1331,2025-02-25,False,False,2025,2,1,Regular Week,Regular Sale
144,2327,2025-06-27,False,False,2025,6,2,Regular Week,Regular Sale
145,2963,2025-04-03,False,False,2025,4,2,Regular Week,Regular Sale
146,1480,2025-10-24,False,True,2025,10,4,Regular Week,Festival Sale
147,495,2025-12-10,False,False,2025,12,4,Regular Week,Regular Sale
148,1237,2025-04-20,False,False,2025,4,2,Regular Week,Regular Sale
149,3307,2025-02-11,False,True,2025,2,1,Regular Week,Festival Sale
150,4175,2025-04-30,False,False,2025,4,2,Regular Week,Regular Sale
151,3825,2025-04-17,False,True,2025,4,2,Regular Week,Festival Sale
152,2110,2025-10-25,False,False,2025,10,4,Regular Week,Regular Sale
153,666,2025-08-28,False,True,2025,8,3,Regular Week,Festival Sale
154,1976,2025-03-29,False,True,2025,3,1,Regular Week,Festival Sale
155,936,2025-04-07,False,False,2025,4,2,Regular Week,Regular Sale
156,4058,2025-12-03,True,True,2025,12,4,Salary Week,Festival Sale
157,4298,2025-07-16,False,False,2025,7,3,Regular Week,Regular Sale
158,2428,2025-10-15,True,False,2025,10,4,Salary Week,Regular Sale
159,2094,2025-07-02,False,False,2025,7,3,Regular Week,Regular Sale
160,3372,2025-07-01,True,False,2025,7,3,Salary Week,Regular Sale
161,1844,2025-02-14,True,False,2025,2,1,Salary Week,Regular Sale
162,3554,2025-08-11,True,True,2025,8,3,Salary Week,Festival Sale
163,1271,2025-07-23,False,False,2025,7,3,Regular Week,Regular Sale
164,3859,2025-11-25,True,True,2025,11,4,Salary Week,Festival Sale
165,315,2025-07-17,False,True,2025,7,3,Regular Week,Festival Sale
166,1182,2025-01-12,False,False,2025,1,1,Regular Week,Regular Sale
167,3469,2025-08-07,False,True,2025,8,3,Regular Week,Festival Sale
168,2963,2025-11-21,False,True,2025,11,4,Regular Week,Festival Sale
169,3461,2025-06-18,False,True,2025,6,2,Regular Week,Festival Sale
170,2800,2025-04-10,False,False,2025,4,2,Regular Week,Regular Sale
171,2760,2025-03-21,False,False,2025,3,1,Regular Week,Regular Sale
172,3222,2025-02-17,False,False,2025,2,1,Regular Week,Regular Sale
173,1674,2025-04-16,False,False,2025,4,2,Regular Week,Regular Sale
174,2569,2025-07-24,True,False,2025,7,3,Salary Week,Regular Sale
175,734,2025-07-16,False,False,2025,7,3,Regular Week,Regular Sale
176,1069,2025-10-07,True,False,2025,10,4,Salary Week,Regular Sale
177,911,2025-07-13,False,False,2025,7,3,Regular Week,Regular Sale
178,2095,2025-08-27,True,False,2025,8,3,Salary Week,Regular Sale
179,2866,2025-06-11,True,False,2025,6,2,Salary Week,Regular Sale
180,1671,2025-06-01,False,True,2025,6,2,Regular Week,Festival Sale
181,667,2025-09-22,True,False,2025,9,3,Salary Week,Regular Sale
182,1247,2025-02-04,False,False,2025,2,1,Regular Week,Regular Sale
183,1783,2025-06-21,True,False,2025,6,2,Salary Week,Regular Sale
184,738,2025-01-24,False,False,2025,1,1,Regular Week,Regular Sale
185,4808,2025-04-30,False,True,2025,4,2,Regular Week,Festival Sale
186,1673,2025-12-14,False,False,2025,12,4,Regular Week,Regular Sale
187,2196,2025-05-12,False,False,2025,5,2,Regular Week,Regular Sale
188,1108,2025-09-24,False,True,2025,9,3,Regular Week,Festival Sale
189,2769,2025-06-11,True,False,2025,6,2,Salary Week,Regular Sale
190,4643,2025-02-24,False,True,2025,2,1,Regular Week,Festival Sale
191,3387,2025-11-11,False,True,2025,11,4,Regular Week,Festival Sale
192,4128,2025-01-19,False,False,2025,1,1,Regular Week,Regular Sale
193,2649,2025-09-07,True,True,2025,9,3,Salary Week,Festival Sale
194,2287,2025-11-30,True,False,2025,11,4,Salary Week,Regular Sale
195,3581,2025-10-18,True,True,2025,10,4,Salary Week,Festival Sale
196,2047,2025-10-14,True,False,2025,10,4,Salary Week,Regular Sale
197,4706,2025-12-18,True,True,2025,12,4,Salary Week,Festival Sale
198,3700,2025-02-02,False,False,2025,2,1,Regular Week,Regular Sale
199,2271,2025-03-22,False,False,2025,3,1,Regular Week,Regular Sale
200,2891,2025-09-17,False,False,2025,9,3,Regular Week,Regular Sale
201,1660,2025-09-21,True,True,2025,9,3,Salary Week,Festival Sale
202,2013,2025-06-12,True,True,2025,6,2,Salary Week,Festival Sale
203,4631,2025-05-28,False,False,2025,5,2,Regular Week,Regular Sale
204,3029,2025-03-16,False,False,2025,3,1,Regular Week,Regular Sale
205,919,2025-10-17,True,False,2025,10,4,Salary Week,Regular Sale
206,1175,2025-07-29,False,False,2025,7,3,Regular Week,Regular Sale
207,2865,2025-07-24,True,False,2025,7,3,Salary Week,Regular Sale
208,2719,2025-07-07,False,True,2025,7,3,Regular Week,Festival Sale
209,3382,2025-06-25,True,False,2025,6,2,Salary Week,Regular Sale
210,476,2025-05-18,False,False,2025,5,2,Regular Week,Regular Sale
211,2146,2025-08-04,False,False,2025,8,3,Regular Week,Regular Sale
212,2074,2025-11-19,False,False,2025,11,4,Regular Week,Regular Sale
213,1831,2025-11-06,False,False,2025,11,4,Regular Week,Regular Sale
214,3781,2025-12-24,False,True,2025,12,4,Regular Week,Festival Sale
215,852,2025-09-06,True,False,2025,9,3,Salary Week,Regular Sale
216,3562,2025-09-12,True,True,2025,9,3,Salary Week,Festival Sale
217,2472,2025-04-02,False,True,2025,4,2,Regular Week,Festival Sale
218,4640,2025-09-22,False,False,2025,9,3,Regular Week,Regular Sale
219,2246,2025-05-16,True,True,2025,5,2,Salary Week,Festival Sale
220,1937,2025-12-16,False,True,2025,12,4,Regular Week,Festival Sale
221,2139,2025-10-21,False,False,2025,10,4,Regular Week,Regular Sale
222,3551,2025-05-25,False,True,2025,5,2,Regular Week,Festival Sale
223,118,2025-11-01,False,False,2025,11,4,Regular Week,Regular Sale
224,2650,2025-12-21,True,False,2025,12,4,Salary Week,Regular Sale
225,3391,2025-02-24,False,True,2025,2,1,Regular Week,Festival Sale
226,4747,2025-09-10,False,False,2025,9,3,Regular Week,Regular Sale
227,4217,2025-12-27,False,False,2025,12,4,Regular Week,Regular Sale
228,2402,2025-11-13,True,False,2025,11,4,Salary Week,Regular Sale
229,2574,2025-06-11,False,True,2025,6,2,Regular Week,Festival Sale
230,1177,2025-06-29,True,False,2025,6,2,Salary Week,Regular Sale
231,2960,2025-11-03,False,True,2025,11,4,Regular Week,Festival Sale
232,2376,2025-01-09,False,True,2025,1,1,Regular Week,Festival Sale
233,361,2025-12-05,True,False,2025,12,4,Salary Week,Regular Sale
234,2968,2025-04-17,True,True,2025,4,2,Salary Week,Festival Sale
235,3816,2025-08-16,False,False,2025,8,3,Regular Week,Regular Sale
236,4661,2025-08-16,True,False,2025,8,3,Salary Week,Regular Sale
237,704,2025-04-23,True,True,2025,4,2,Salary Week,Festival Sale
238,3025,2025-12-30,False,False,2025,12,4,Regular Week,Regular Sale
239,505,2025-11-01,False,False,2025,11,4,Regular Week,Regular Sale
240,2623,2025-01-24,False,False,2025,1,1,Regular Week,Regular Sale
241,3108,2025-05-22,False,True,2025,5,2,Regular Week,Festival Sale
242,4721,2025-11-09,False,False,2025,11,4,Regular Week,Regular Sale
243,1359,2025-04-01,False,False,2025,4,2,Regular Week,Regular Sale
244,319,2025-07-28,True,True,2025,7,3,Salary Week,Festival Sale
245,290,2025-01-23,False,False,2025,1,1,Regular Week,Regular Sale
246,2565,2025-12-07,True,True,2025,12,4,Salary Week,Festival Sale
247,1622,2025-03-15,True,True,2025,3,1,Salary Week,Festival Sale
248,3174,2025-11-08,False,True,2025,11,4,Regular Week,Festival Sale
249,639,2025-01-30,True,True,2025,1,1,Salary Week,Festival Sale
250,2753,2025-07-12,False,True,2025,7,3,Regular Week,Festival Sale
251,507,2025-05-01,True,False,2025,5,2,Salary Week,Regular Sale
252,4909,2025-05-29,True,True,2025,5,2,Salary Week,Festival Sale
253,2000,2025-09-15,True,True,2025,9,3,Salary Week,Festival Sale
254,1477,2025-07-05,False,True,2025,7,3,Regular Week,Festival Sale
255,1306,2025-02-19,False,True,2025,2,1,Regular Week,Festival Sale
256,475,2025-11-14,True,False,2025,11,4,Salary Week,Regular Sale
257,1102,2025-12-15,False,False,2025,12,4,Regular Week,Regular Sale
258,1557,2025-09-23,False,True,2025,9,3,Regular Week,Festival Sale
259,1746,2025-05-03,True,True,2025,5,2,Salary Week,Festival Sale
260,648,2025-03-17,False,True,2025,3,1,Regular Week,Festival Sale
261,3604,2025-04-18,True,False,2025,4,2,Salary Week,Regular Sale
262,4441,2025-07-27,True,False,2025,7,3,Salary Week,Regular Sale
263,1722,2025-11-02,True,True,2025,11,4,Salary Week,Festival Sale
264,952,2025-01-21,True,False,2025,1,1,Salary Week,Regular Sale
265,1622,2025-12-04,True,True,2025,12,4,Salary Week,Festival Sale
266,19,2025-03-16,True,True,2025,3,1,Salary Week,Festival Sale
267,3402,2025-07-19,False,True,2025,7,3,Regular Week,Festival Sale
268,816,2025-06-20,False,False,2025,6,2,Regular Week,Regular Sale
269,67,2025-02-04,False,True,2025,2,1,Regular Week,Festival Sale
270,1428,2025-08-04,False,True,2025,8,3,Regular Week,Festival Sale
271,3154,2025-10-01,False,True,2025,10,4,Regular Week,Festival Sale
272,2085,2025-05-25,True,False,2025,5,2,Salary Week,Regular Sale
273,4911,2025-11-22,False,False,2025,11,4,Regular Week,Regular Sale
274,1160,2025-08-03,True,False,2025,8,3,Salary Week,Regular Sale
275,1753,2025-08-10,True,True,2025,8,3,Salary Week,Festival Sale
276,2682,2025-09-09,False,True,2025,9,3,Regular Week,Festival Sale
277,4385,2025-12-21,True,False,2025,12,4,Salary Week,Regular Sale
278,1371,2025-09-03,False,True,2025,9,3,Regular Week,Festival Sale
279,3063,2025-04-24,False,True,2025,4,2,Regular Week,Festival Sale
280,2552,2025-03-15,False,False,2025,3,1,Regular Week,Regular Sale
281,3473,2025-10-12,True,True,2025,10,4,Salary Week,Festival Sale
282,3109,2025-10-14,False,True,2025,10,4,Regular Week,Festival Sale
283,737,2025-02-16,True,False,2025,2,1,Salary Week,Regular Sale
284,4126,2025-08-18,False,False,2025,8,3,Regular Week,Regular Sale
285,4279,2026-01-01,True,True,2026,1,1,Salary Week,Festival Sale
286,2411,2025-07-04,False,True,2025,7,3,Regular Week,Festival Sale
287,3539,2025-09-01,False,False,2025,9,3,Regular Week,Regular Sale
288,2273,2025-09-17,False,False,2025,9,3,Regular Week,Regular Sale
289,2334,2025-03-18,True,False,2025,3,1,Salary Week,Regular Sale
290,2937,2025-06-04,False,True,2025,6,2,Regular Week,Festival Sale
291,2882,2025-03-27,True,False,2025,3,1,Salary Week,Regular Sale
292,417,2025-05-29,True,False,2025,5,2,Salary Week,Regular Sale
293,4501,2025-09-25,False,False,2025,9,3,Regular Week,Regular Sale
294,4434,2025-11-16,False,False,2025,11,4,Regular Week,Regular Sale
295,2086,2025-12-13,True,False,2025,12,4,Salary Week,Regular Sale
296,3569,2025-05-23,False,False,2025,5,2,Regular Week,Regular Sale
297,3936,2025-02-12,False,True,2025,2,1,Regular Week,Festival Sale
298,3965,2025-05-19,True,False,2025,5,2,Salary Week,Regular Sale
299,1879,2025-08-23,False,True,2025,8,3,Regular Week,Festival Sale
300,525,2025-08-28,True,True,2025,8,3,Salary Week,Festival Sale
301,2687,2025-11-10,False,False,2025,11,4,Regular Week,Regular Sale
302,3055,2025-07-20,True,True,2025,7,3,Salary Week,Festival Sale
303,1817,2025-06-22,True,False,2025,6,2,Salary Week,Regular Sale
304,3431,2025-06-20,True,False,2025,6,2,Salary Week,Regular Sale
305,967,2025-03-22,True,False,2025,3,1,Salary Week,Regular Sale
306,590,2025-11-02,False,False,2025,11,4,Regular Week,Regular Sale
307,1562,2025-07-17,True,False,2025,7,3,Salary Week,Regular Sale
308,2746,2025-06-12,False,True,2025,6,2,Regular Week,Festival Sale
309,4864,2025-10-15,False,True,2025,10,4,Regular Week,Festival Sale
310,2904,2025-05-09,True,False,2025,5,2,Salary Week,Regular Sale
311,3341,2025-05-07,True,False,2025,5,2,Salary Week,Regular Sale
312,4380,2025-12-28,True,False,2025,12,4,Salary Week,Regular Sale
313,4819,2025-05-03,False,True,2025,5,2,Regular Week,Festival Sale
314,2286,2025-01-20,False,False,2025,1,1,Regular Week,Regular Sale
315,1283,2025-06-10,False,True,2025,6,2,Regular Week,Festival Sale
316,2683,2025-05-13,False,True,2025,5,2,Regular Week,Festival Sale
317,973,2025-02-03,False,True,2025,2,1,Regular Week,Festival Sale
318,792,2025-12-24,True,True,2025,12,4,Salary Week,Festival Sale
319,1504,2025-04-10,True,False,2025,4,2,Salary Week,Regular Sale
320,976,2025-08-03,False,True,2025,8,3,Regular Week,Festival Sale
321,4724,2025-08-31,True,True,2025,8,3,Salary Week,Festival Sale
322,893,2025-09-17,False,False,2025,9,3,Regular Week,Regular Sale
323,193,2025-06-12,False,True,2025,6,2,Regular Week,Festival Sale
324,1989,2025-05-19,True,False,2025,5,2,Salary Week,Regular Sale
325,1175,2025-08-27,False,True,2025,8,3,Regular Week,Festival Sale
326,2099,2025-05-21,False,False,2025,5,2,Regular Week,Regular Sale
327,4894,2025-08-29,True,True,2025,8,3,Salary Week,Festival Sale
328,3171,2025-01-28,False,True,2025,1,1,Regular Week,Festival Sale
329,3084,2025-12-09,False,False,2025,12,4,Regular Week,Regular Sale
330,2707,2025-04-21,True,False,2025,4,2,Salary Week,Regular Sale
331,2151,2025-04-06,False,True,2025,4,2,Regular Week,Festival Sale
332,4795,2025-08-16,True,False,2025,8,3,Salary Week,Regular Sale
333,1007,2025-01-08,False,False,2025,1,1,Regular Week,Regular Sale
334,1229,2025-06-16,False,False,2025,6,2,Regular Week,Regular Sale
335,1316,2025-03-08,False,True,2025,3,1,Regular Week,Festival Sale
336,480,2025-09-09,True,False,2025,9,3,Salary Week,Regular Sale
337,1050,2025-07-17,False,True,2025,7,3,Regular Week,Festival Sale
338,4442,2025-01-31,False,False,2025,1,1,Regular Week,Regular Sale
339,1489,2025-10-13,False,True,2025,10,4,Regular Week,Festival Sale
340,350,2025-04-25,True,True,2025,4,2,Salary Week,Festival Sale
341,2132,2026-01-03,False,True,2026,1,1,Regular Week,Festival Sale
342,1510,2025-11-07,False,True,2025,11,4,Regular Week,Festival Sale
343,3131,2025-12-10,False,True,2025,12,4,Regular Week,Festival Sale
344,3767,2025-12-24,True,False,2025,12,4,Salary Week,Regular Sale
345,4328,2025-07-20,False,False,2025,7,3,Regular Week,Regular Sale
346,3540,2025-05-20,False,True,2025,5,2,Regular Week,Festival Sale
347,4999,2026-01-02,False,True,2026,1,1,Regular Week,Festival Sale
348,4078,2025-09-21,True,False,2025,9,3,Salary Week,Regular Sale
349,2230,2025-08-08,False,True,2025,8,3,Regular Week,Festival Sale
350,360,2025-11-06,True,True,2025,11,4,Salary Week,Festival Sale
351,816,2025-10-11,False,False,2025,10,4,Regular Week,Regular Sale
352,3822,2026-01-02,True,True,2026,1,1,Salary Week,Festival Sale
353,2613,2025-03-08,False,True,2025,3,1,Regular Week,Festival Sale
354,1351,2025-06-27,False,False,2025,6,2,Regular Week,Regular Sale
355,561,2025-05-10,False,True,2025,5,2,Regular Week,Festival Sale
356,1566,2025-04-17,False,False,2025,4,2,Regular Week,Regular Sale
357,4613,2025-07-21,False,False,2025,7,3,Regular Week,Regular Sale
358,2320,2025-02-18,True,True,2025,2,1,Salary Week,Festival Sale
359,3736,2025-07-13,False,True,2025,7,3,Regular Week,Festival Sale
360,4928,2025-09-23,False,True,2025,9,3,Regular Week,Festival Sale
361,1123,2025-04-13,False,False,2025,4,2,Regular Week,Regular Sale
362,4516,2025-09-01,True,False,2025,9,3,Salary Week,Regular Sale
363,4562,2025-10-27,False,False,2025,10,4,Regular Week,Regular Sale
364,4784,2025-07-08,False,True,2025,7,3,Regular Week,Festival Sale
365,249,2025-06-17,False,True,2025,6,2,Regular Week,Festival Sale
366,4175,2025-07-12,True,False,2025,7,3,Salary Week,Regular Sale
367,3512,2025-12-30,False,False,2025,12,4,Regular Week,Regular Sale
368,1176,2025-05-30,False,True,2025,5,2,Regular Week,Festival Sale
369,2635,2025-06-25,False,False,2025,6,2,Regular Week,Regular Sale
370,911,2025-07-15,False,True,2025,7,3,Regular Week,Festival Sale
371,4991,2025-06-18,False,False,2025,6,2,Regular Week,Regular Sale
372,2089,2025-05-17,True,True,2025,5,2,Salary Week,Festival Sale
373,939,2025-09-10,True,False,2025,9,3,Salary Week,Regular Sale
374,2300,2025-05-01,True,False,2025,5,2,Salary Week,Regular Sale
375,2665,2025-12-17,True,False,2025,12,4,Salary Week,Regular Sale
376,4538,2025-05-15,True,False,2025,5,2,Salary Week,Regular Sale
377,2995,2025-05-09,False,True,2025,5,2,Regular Week,Festival Sale
378,2373,2025-12-11,False,False,2025,12,4,Regular Week,Regular Sale
379,391,2025-01-30,False,True,2025,1,1,Regular Week,Festival Sale
380,2558,2025-07-06,True,False,2025,7,3,Salary Week,Regular Sale
381,2353,2025-02-02,False,False,2025,2,1,Regular Week,Regular Sale
382,3556,2025-10-05,False,True,2025,10,4,Regular Week,Festival Sale
383,1464,2025-08-24,True,True,2025,8,3,Salary Week,Festival Sale
384,611,2025-04-25,True,True,2025,4,2,Salary Week,Festival Sale
385,94,2025-03-17,True,True,2025,3,1,Salary Week,Festival Sale
386,3256,2025-07-11,False,False,2025,7,3,Regular Week,Regular Sale
387,345,2025-08-17,False,True,2025,8,3,Regular Week,Festival Sale
388,4284,2025-07-16,False,True,2025,7,3,Regular Week,Festival Sale
