Order_ID,Order_Date,Year,District,Category,Product_Type,Experiment_Group,Sale_Type,Quantity,Unit_Price,Product_Cost,Delivery_Cost,Revenue,Total_Cost,Gross_Profit,Order_Status,Refund_Amount,Net_Profit,Profit_Flag,Month,Month_Name,Quarter,Year_Month,Profit_Margin_Percent
23,2025-01-02 08:05:32.818489916,2025,Karachi East,Womens Apparel,Existing Product,B,Regular Days,2,386.81,364.32,126.51825196920386,773.63,384.08,389.55,Accepted,0.0,389.55,Profit,1,January,1,2025-01,50.35
24,2025-01-02 09:33:04.310239457,2025,Keamari,Accessories,New Product,B,Festival Sale,3,450.09,357.13,108.01410059992244,1350.26,374.01,976.25,Accepted,0.0,976.25,Profit,1,January,1,2025-01,72.3
25,2025-01-02 11:00:35.801988999,2025,Karachi East,Accessories,New Product,B,Festival Sale,2,129.2,172.79,131.69141455702845,258.4,193.36,65.04,Accepted,0.0,65.04,Profit,1,January,1,2025-01,25.17
26,2025-01-02 12:28:07.293738541,2025,Karachi West,Footwear,Existing Product,B,Regular Days,2,189.97,180.75,104.65854363251051,379.94,197.1,182.84,Accepted,0.0,182.84,Profit,1,January,1,2025-01,48.12
27,2025-01-02 13:55:38.785488082,2025,Karachi East,Accessories,Existing Product,B,Regular Days,1,440.4,364.79,111.25849691877472,440.4,382.17,58.23,Accepted,0.0,58.23,Profit,1,January,1,2025-01,13.22
28,2025-01-02 15:23:10.277237624,2025,Karachi East,Accessories,New Product,B,Regular Days,1,150.29,250.27,111.79848097589262,150.29,267.74,-117.45,Accepted,0.0,-117.45,Loss,1,January,1,2025-01,-78.15
29,2025-01-02 16:50:41.768987165,2025,Korangi,Womens Apparel,Existing Product,A,Festival Sale,4,376.19,157.16,124.92576021455446,1504.76,176.68,1328.08,Accepted,0.0,1328.08,Profit,1,January,1,2025-01,88.26
30,2025-01-02 18:18:13.260736707,2025,Malir,Mens Apparel,Existing Product,A,Regular Days,4,303.7,200.59,112.7179938051416,1214.81,218.2,996.61,Accepted,0.0,996.61,Profit,1,January,1,2025-01,82.04
31,2025-01-02 19:45:44.752486249,2025,Karachi Central,Womens Apparel,New Product,A,Festival Sale,2,192.0,201.22,113.36130658124291,384.0,218.93,165.07,Accepted,0.0,165.07,Profit,1,January,1,2025-01,42.99
32,2025-01-02 21:13:16.244235790,2025,Keamari,Womens Apparel,Existing Product,B,Festival Sale,2,245.27,192.16,105.10287661247791,490.55,208.58,281.97,Accepted,0.0,281.97,Profit,1,January,1,2025-01,57.48
33,2025-01-02 22:40:47.735985332,2025,Karachi Central,Womens Apparel,Existing Product,A,Regular Days,2,375.88,310.42,124.55949508352862,751.76,329.88,421.88,Accepted,0.0,421.88,Profit,1,January,1,2025-01,56.12
34,2025-01-03 00:08:19.227734874,2025,Karachi South,Footwear,New Product,A,Regular Days,2,225.28,405.25,104.69084681059547,450.55,421.6,28.95,Accepted,0.0,28.95,Profit,1,January,1,2025-01,6.43
35,2025-01-03 01:35:50.719484415,2025,Keamari,Womens Apparel,Existing Product,B,Regular Days,4,313.86,324.01,124.05106095304215,1255.43,343.39,912.04,Refunded,1255.43,-343.39,Loss,1,January,1,2025-01,-27.35
36,2025-01-03 03:03:22.211233957,2025,Karachi South,Accessories,Existing Product,B,Festival Sale,2,162.63,308.86,129.99780383592568,325.26,329.17,-3.91,Accepted,0.0,-3.91,Loss,1,January,1,2025-01,-1.2
37,2025-01-03 04:30:53.702983499,2025,Korangi,Womens Apparel,Existing Product,B,Regular Days,2,269.18,387.91,114.65137223192978,538.35,405.82,132.53,Refunded,538.35,-405.82,Loss,1,January,1,2025-01,-75.38
38,2025-01-03 05:58:25.194733040,2025,Karachi East,Womens Apparel,New Product,B,Regular Days,2,254.96,243.4,118.57787046605308,509.92,261.92,248.0,Refunded,509.92,-261.92,Loss,1,January,1,2025-01,-51.36
39,2025-01-03 07:25:56.686482582,2025,Karachi South,Accessories,New Product,A,Regular Days,4,257.15,214.03,118.92293618950566,1028.59,232.61,795.98,Accepted,0.0,795.98,Profit,1,January,1,2025-01,77.39
40,2025-01-03 08:53:28.178232124,2025,Korangi,Footwear,New Product,A,Regular Days,3,278.86,261.05,125.27776136619816,836.59,280.62,555.96,Refunded,836.59,-280.62,Loss,1,January,1,2025-01,-33.54
41,2025-01-03 10:20:59.669981665,2025,Karachi Central,Mens Apparel,Existing Product,A,Regular Days,3,308.7,170.6,116.57834616464442,926.1,188.81,737.29,Accepted,0.0,737.29,Profit,1,January,1,2025-01,79.61
42,2025-01-03 11:48:31.161731207,2025,Karachi Central,Accessories,New Product,B,Regular Days,3,323.23,316.83,134.36452092736334,969.69,337.82,631.87,Accepted,0.0,631.87,Profit,1,January,1,2025-01,65.16
43,2025-01-03 13:16:02.653480748,2025,Korangi,Footwear,Existing Product,A,Regular Days,2,367.91,315.26,134.00360012362097,735.82,336.2,399.62,Accepted,0.0,399.62,Profit,1,January,1,2025-01,54.31
44,2025-01-03 14:43:34.145230290,2025,Karachi South,Footwear,Existing Product,B,Festival Sale,4,226.53,341.66,131.62238342744774,906.11,362.23,543.88,Accepted,0.0,543.88,Profit,1,January,1,2025-01,60.02
45,2025-01-03 16:11:05.636979832,2025,Karachi West,Mens Apparel,Existing Product,A,Regular Days,4,295.89,217.47,101.3992816597312,1183.56,233.31,950.26,Accepted,0.0,950.26,Profit,1,January,1,2025-01,80.29
46,2025-01-03 17:38:37.128729373,2025,Korangi,Footwear,Existing Product,A,Festival Sale,3,436.81,283.71,113.84586450055671,1310.42,301.49,1008.93,Refunded,1310.42,-301.49,Loss,1,January,1,2025-01,-23.01
47,2025-01-03 19:06:08.620478915,2025,Korangi,Womens Apparel,Existing Product,B,Regular Days,4,411.97,234.65,130.93571340877725,1647.86,255.11,1392.76,Accepted,0.0,1392.76,Profit,1,January,1,2025-01,84.52
48,2025-01-03 20:33:40.112228457,2025,Karachi West,Accessories,Existing Product,B,Festival Sale,3,270.43,381.66,100.121791468873,811.28,397.3,413.98,Refunded,811.28,-397.3,Loss,1,January,1,2025-01,-48.97
49,2025-01-03 22:01:11.603977998,2025,Malir,Womens Apparel,Existing Product,B,Regular Days,3,340.42,288.24,120.60736153576606,1021.25,307.08,714.17,Refunded,1021.25,-307.08,Loss,1,January,1,2025-01,-30.07
50,2025-01-03 23:28:43.095727540,2025,Karachi East,Womens Apparel,New Product,A,Regular Days,1,383.06,353.85,102.37959983642293,383.06,369.84,13.22,Accepted,0.0,13.22,Profit,1,January,1,2025-01,3.45
51,2025-01-04 00:56:14.587477082,2025,Korangi,Footwear,Existing Product,B,Regular Days,4,196.84,303.23,135.87505842686787,787.38,324.46,462.92,Accepted,0.0,462.92,Profit,1,January,1,2025-01,58.79
52,2025-01-04 02:23:46.079226623,2025,Karachi South,Mens Apparel,New Product,B,Regular Days,3,313.39,359.16,103.4267822015935,940.16,375.32,564.84,Refunded,940.16,-375.32,Loss,1,January,1,2025-01,-39.92
53,2025-01-04 03:51:17.570976165,2025,Keamari,Footwear,Existing Product,A,Regular Days,4,141.54,377.44,123.18080920079407,566.16,396.68,169.48,Accepted,0.0,169.48,Profit,1,January,1,2025-01,29.94
54,2025-01-04 05:18:49.062725707,2025,Karachi East,Womens Apparel,Existing Product,A,Regular Days,2,461.65,300.73,129.13628108721088,923.29,320.91,602.38,Accepted,0.0,602.38,Profit,1,January,1,2025-01,65.24
55,2025-01-04 06:46:20.554475248,2025,Karachi South,Accessories,Existing Product,B,Regular Days,4,223.87,185.91,112.02151253220008,895.48,203.41,692.07,Accepted,0.0,692.07,Profit,1,January,1,2025-01,77.28
56,2025-01-04 08:13:52.046224790,2025,Karachi East,Footwear,New Product,B,Festival Sale,2,177.0,392.13,105.06825443407158,354.01,408.54,-54.53,Accepted,0.0,-54.53,Loss,1,January,1,2025-01,-15.4
57,2025-01-04 09:41:23.537974331,2025,Malir,Footwear,New Product,A,Regular Days,4,206.37,320.26,138.8400168185891,825.49,341.95,483.54,Accepted,0.0,483.54,Profit,1,January,1,2025-01,58.58
58,2025-01-04 11:08:55.029723873,2025,Korangi,Womens Apparel,New Product,A,Festival Sale,2,235.59,187.0,113.36648816348236,471.18,204.71,266.46,Accepted,0.0,266.46,Profit,1,January,1,2025-01,56.55
59,2025-01-04 12:36:26.521473415,2025,Karachi Central,Footwear,Existing Product,B,Festival Sale,3,350.88,384.47,112.88825651449848,1052.65,402.11,650.54,Accepted,0.0,650.54,Profit,1,January,1,2025-01,61.8
60,2025-01-04 14:03:58.013222956,2025,Korangi,Accessories,New Product,A,Regular Days,1,370.1,343.38,117.83970986089464,370.1,361.79,8.3,Accepted,0.0,8.3,Profit,1,January,1,2025-01,2.24
61,2025-01-04 15:31:29.504972498,2025,Karachi Central,Footwear,New Product,B,Regular Days,3,304.33,145.29,112.74560496648418,912.98,162.9,750.08,Accepted,0.0,750.08,Profit,1,January,1,2025-01,82.16
62,2025-01-04 16:59:00.996722040,2025,Karachi Central,Mens Apparel,New Product,A,Regular Days,4,193.88,141.7,107.4179477152676,775.5,158.48,617.02,Refunded,775.5,-158.48,Loss,1,January,1,2025-01,-20.44
63,2025-01-04 18:26:32.488471581,2025,Karachi West,Mens Apparel,New Product,A,Regular Days,4,331.51,219.65,137.70858709105795,1326.04,241.17,1084.87,Accepted,0.0,1084.87,Profit,1,January,1,2025-01,81.81
64,2025-01-04 19:54:03.980221123,2025,Malir,Mens Apparel,New Product,B,Regular Days,2,167.63,379.47,106.75009246341487,335.26,396.15,-60.89,Accepted,0.0,-60.89,Loss,1,January,1,2025-01,-18.16
65,2025-01-04 21:21:35.471970665,2025,Keamari,Mens Apparel,Existing Product,A,Festival Sale,4,452.58,145.45,136.98969773466035,1810.34,166.85,1643.49,Accepted,0.0,1643.49,Profit,1,January,1,2025-01,90.78
66,2025-01-04 22:49:06.963720206,2025,Karachi West,Accessories,New Product,B,Regular Days,2,279.64,400.87,106.25154481310835,559.29,417.47,141.81,Accepted,0.0,141.81,Profit,1,January,1,2025-01,25.36
67,2025-01-05 00:16:38.455469748,2025,Karachi East,Mens Apparel,Existing Product,B,Festival Sale,4,159.82,163.57,100.19748537145526,639.27,179.22,460.05,Accepted,0.0,460.05,Profit,1,January,1,2025-01,71.96
68,2025-01-05 01:44:09.947219290,2025,Karachi East,Womens Apparel,Existing Product,A,Festival Sale,2,428.99,213.4,136.54433897560193,857.99,234.74,623.25,Accepted,0.0,623.25,Profit,1,January,1,2025-01,72.64
69,2025-01-05 03:11:41.438968831,2025,Keamari,Footwear,Existing Product,B,Regular Days,4,356.66,144.04,115.25591898018573,1426.65,162.05,1264.6,Refunded,1426.65,-162.05,Loss,1,January,1,2025-01,-11.36
70,2025-01-05 04:39:12.930718373,2025,Keamari,Accessories,New Product,A,Festival Sale,1,314.01,251.52,120.86057735455144,314.01,270.4,43.61,Accepted,0.0,43.61,Profit,1,January,1,2025-01,13.89
71,2025-01-05 06:06:44.422467914,2025,Karachi East,Footwear,Existing Product,B,Regular Days,1,329.64,306.51,114.54047983362057,329.64,324.41,5.23,Accepted,0.0,5.23,Profit,1,January,1,2025-01,1.59
72,2025-01-05 07:34:15.914217456,2025,Keamari,Womens Apparel,Existing Product,B,Festival Sale,2,306.98,284.17,113.81939236381535,613.97,301.96,312.01,Accepted,0.0,312.01,Profit,1,January,1,2025-01,50.82
73,2025-01-05 09:01:47.405966998,2025,Malir,Womens Apparel,New Product,A,Regular Days,3,176.69,318.7,110.4621210809627,530.07,335.96,194.12,Refunded,530.07,-335.96,Loss,1,January,1,2025-01,-63.38
74,2025-01-05 10:29:18.897716539,2025,Korangi,Womens Apparel,Existing Product,A,Regular Days,3,310.42,181.22,104.56672792518268,931.26,197.56,733.7,Accepted,0.0,733.7,Profit,1,January,1,2025-01,78.79
75,2025-01-05 11:56:50.389466081,2025,Karachi South,Womens Apparel,Existing Product,A,Regular Days,4,430.56,383.69,110.26102804327704,1722.23,400.92,1321.31,Accepted,0.0,1321.31,Profit,1,January,1,2025-01,76.72
76,2025-01-05 13:24:21.881215623,2025,Karachi South,Accessories,Existing Product,B,Festival Sale,4,445.55,336.98,126.16819832554756,1782.22,356.69,1425.53,Accepted,0.0,1425.53,Profit,1,January,1,2025-01,79.99
77,2025-01-05 14:51:53.372965164,2025,Karachi South,Mens Apparel,Existing Product,A,Regular Days,1,292.77,284.96,132.93686052525064,292.77,305.72,-12.96,Accepted,0.0,-12.96,Loss,1,January,1,2025-01,-4.43
78,2025-01-05 16:19:24.864714706,2025,Korangi,Mens Apparel,Existing Product,B,Festival Sale,3,137.63,321.2,106.3247012374554,412.9,337.81,75.09,Accepted,0.0,75.09,Profit,1,January,1,2025-01,18.19
79,2025-01-05 17:46:56.356464248,2025,Korangi,Accessories,Existing Product,A,Regular Days,1,344.01,394.78,123.84381379438672,344.01,414.13,-70.12,Accepted,0.0,-70.12,Loss,1,January,1,2025-01,-20.38
80,2025-01-05 19:14:27.848213789,2025,Malir,Mens Apparel,Existing Product,B,Regular Days,1,257.46,272.14,122.11070895586276,257.46,291.22,-33.76,Accepted,0.0,-33.76,Loss,1,January,1,2025-01,-13.11
81,2025-01-05 20:41:59.339963331,2025,Karachi Central,Footwear,Existing Product,B,Regular Days,2,450.71,241.21,109.60865882982976,901.42,258.34,643.08,Accepted,0.0,643.08,Profit,1,January,1,2025-01,71.34
82,2025-01-05 22:09:30.831712873,2025,Keamari,Accessories,New Product,A,Festival Sale,1,400.09,248.87,104.55870309477856,400.09,265.2,134.89,Accepted,0.0,134.89,Profit,1,January,1,2025-01,33.71
83,2025-01-05 23:37:02.323462414,2025,Karachi South,Accessories,Existing Product,A,Festival Sale,2,151.69,204.03,132.5547243803957,303.39,224.74,78.65,Accepted,0.0,78.65,Profit,1,January,1,2025-01,25.92
84,2025-01-06 01:04:33.815211956,2025,Malir,Footwear,New Product,A,Festival Sale,2,359.47,188.25,134.52590694916887,718.95,209.27,509.68,Accepted,0.0,509.68,Profit,1,January,1,2025-01,70.89
85,2025-01-06 02:32:05.306961497,2025,Malir,Footwear,Existing Product,B,Regular Days,4,377.13,359.01,101.79564320990156,1508.51,374.91,1133.6,Accepted,0.0,1133.6,Profit,1,January,1,2025-01,75.15
86,2025-01-06 03:59:36.798711039,2025,Korangi,Mens Apparel,New Product,A,Regular Days,3,390.41,325.1,107.91336145238294,1171.22,341.96,829.26,Accepted,0.0,829.26,Profit,1,January,1,2025-01,70.8
87,2025-01-06 05:27:08.290460581,2025,Karachi South,Accessories,New Product,A,Festival Sale,1,311.98,192.47,109.78736640527748,311.98,209.62,102.36,Refunded,311.98,-209.62,Loss,1,January,1,2025-01,-67.19
88,2025-01-06 06:54:39.782210122,2025,Karachi South,Mens Apparel,Existing Product,B,Regular Days,4,450.55,274.64,116.88269373150098,1802.22,292.9,1509.31,Accepted,0.0,1509.31,Profit,1,January,1,2025-01,83.75
89,2025-01-06 08:22:11.273959664,2025,Keamari,Accessories,New Product,B,Regular Days,3,283.71,227.0,130.42310682649642,851.12,247.37,603.74,Accepted,0.0,603.74,Profit,1,January,1,2025-01,70.93
90,2025-01-06 09:49:42.765709206,2025,Korangi,Mens Apparel,Existing Product,A,Regular Days,1,276.05,163.88,136.7194294912109,276.05,185.24,90.81,Accepted,0.0,90.81,Profit,1,January,1,2025-01,32.9
91,2025-01-06 11:17:14.257458747,2025,Malir,Accessories,New Product,B,Regular Days,1,230.74,293.08,115.15295644536243,230.74,311.07,-80.32,Accepted,0.0,-80.32,Loss,1,January,1,2025-01,-34.81
92,2025-01-06 12:44:45.749208289,2025,Keamari,Footwear,Existing Product,A,Festival Sale,3,272.93,285.74,112.33511042234514,818.78,303.29,515.49,Accepted,0.0,515.49,Profit,1,January,1,2025-01,62.96
93,2025-01-06 14:12:17.240957831,2025,Karachi West,Womens Apparel,Existing Product,A,Festival Sale,2,340.73,347.29,131.27032283547854,681.45,367.8,313.66,Accepted,0.0,313.66,Profit,1,January,1,2025-01,46.03
94,2025-01-06 15:39:48.732707372,2025,Korangi,Womens Apparel,Existing Product,A,Regular Days,3,359.16,257.77,108.9606586431776,1077.49,274.79,802.69,Accepted,0.0,802.69,Profit,1,January,1,2025-01,74.5
95,2025-01-06 17:07:20.224456914,2025,Malir,Accessories,Existing Product,B,Festival Sale,3,257.93,142.79,100.7850844316432,773.78,158.54,615.25,Accepted,0.0,615.25,Profit,1,January,1,2025-01,79.51
96,2025-01-06 18:34:51.716206455,2025,Karachi East,Accessories,Existing Product,A,Regular Days,4,187.0,176.38,102.38469242492808,748.01,192.37,555.63,Accepted,0.0,555.63,Profit,1,January,1,2025-01,74.28
97,2025-01-06 20:02:23.207955997,2025,Keamari,Mens Apparel,Existing Product,B,Regular Days,3,347.91,291.05,128.12678667932377,1043.74,311.06,732.68,Accepted,0.0,732.68,Profit,1,January,1,2025-01,70.2
98,2025-01-06 21:29:54.699705539,2025,Karachi Central,Mens Apparel,Existing Product,A,Regular Days,1,208.87,256.52,108.76938876025687,208.87,273.51,-64.64,Refunded,208.87,-273.51,Loss,1,January,1,2025-01,-130.95
99,2025-01-06 22:57:26.191455080,2025,Karachi West,Womens Apparel,Existing Product,B,Regular Days,2,456.8,402.12,118.10037452147613,913.61,420.57,493.03,Accepted,0.0,493.03,Profit,1,January,1,2025-01,53.97
100,2025-01-07 00:24:57.683204622,2025,Karachi South,Womens Apparel,New Product,A,Regular Days,2,435.87,371.04,104.8243101030284,871.74,387.41,484.33,Accepted,0.0,484.33,Profit,1,January,1,2025-01,55.56
101,2025-01-07 01:52:29.174954164,2025,Karachi Central,Womens Apparel,New Product,A,Festival Sale,4,359.63,333.23,107.87754603625702,1438.52,350.08,1088.44,Accepted,0.0,1088.44,Profit,1,January,1,2025-01,75.66
102,2025-01-07 03:20:00.666703705,2025,Keamari,Womens Apparel,Existing Product,B,Festival Sale,4,193.88,321.67,110.29548214179545,775.5,338.9,436.6,Refunded,775.5,-338.9,Loss,1,January,1,2025-01,-43.7
103,2025-01-07 04:47:32.158453247,2025,Korangi,Accessories,New Product,B,Festival Sale,3,351.66,143.41,123.87792852464727,1054.99,162.77,892.22,Accepted,0.0,892.22,Profit,1,January,1,2025-01,84.57
104,2025-01-07 06:15:03.650202789,2025,Karachi East,Accessories,Existing Product,B,Festival Sale,3,434.78,370.72,116.77279896616744,1304.33,388.97,915.36,Accepted,0.0,915.36,Profit,1,January,1,2025-01,70.18
105,2025-01-07 07:42:35.141952330,2025,Karachi South,Mens Apparel,Existing Product,B,Regular Days,4,177.94,156.38,128.43924079151557,711.76,176.45,535.32,Refunded,711.76,-176.45,Loss,1,January,1,2025-01,-24.79
106,2025-01-07 09:10:06.633701872,2025,Karachi South,Accessories,Existing Product,A,Regular Days,2,165.6,189.35,105.40736665808014,331.2,205.81,125.39,Accepted,0.0,125.39,Profit,1,January,1,2025-01,37.86
107,2025-01-07 10:37:38.125451414,2025,Korangi,Footwear,New Product,A,Regular Days,3,377.13,229.81,127.27666089427342,1131.38,249.69,881.69,Accepted,0.0,881.69,Profit,1,January,1,2025-01,77.93
108,2025-01-07 12:05:09.617200955,2025,Malir,Accessories,Existing Product,A,Regular Days,4,369.0,338.23,134.72926632654514,1476.02,359.28,1116.74,Accepted,0.0,1116.74,Profit,1,January,1,2025-01,75.66
109,2025-01-07 13:32:41.108950497,2025,Karachi West,Mens Apparel,Existing Product,B,Regular Days,2,383.06,144.35,127.23895975236483,766.13,164.23,601.9,Accepted,0.0,601.9,Profit,1,January,1,2025-01,78.56
110,2025-01-07 15:00:12.600700038,2025,Malir,Accessories,New Product,A,Festival Sale,3,364.94,386.03,114.8453197371714,1094.83,403.97,690.85,Accepted,0.0,690.85,Profit,1,January,1,2025-01,63.1
111,2025-01-07 16:27:44.092449580,2025,Korangi,Mens Apparel,New Product,A,Festival Sale,3,451.65,341.82,132.7166106363978,1354.94,362.55,992.39,Accepted,0.0,992.39,Profit,1,January,1,2025-01,73.24
112,2025-01-07 17:55:15.584199122,2025,Karachi West,Mens Apparel,Existing Product,A,Regular Days,2,132.95,394.31,117.56626384761996,265.9,412.68,-146.78,Accepted,0.0,-146.78,Loss,1,January,1,2025-01,-55.2
113,2025-01-07 19:22:47.075948663,2025,Malir,Footwear,Existing Product,A,Regular Days,2,276.52,243.87,118.9983859991597,553.04,262.46,290.58,Refunded,553.04,-262.46,Loss,1,January,1,2025-01,-47.46
114,2025-01-07 20:50:18.567698205,2025,Karachi West,Womens Apparel,Existing Product,A,Festival Sale,4,197.78,184.81,107.21634432252836,791.13,201.56,589.56,Accepted,0.0,589.56,Profit,1,January,1,2025-01,74.52
115,2025-01-07 22:17:50.059447747,2025,Malir,Accessories,Existing Product,B,Regular Days,2,393.22,346.35,137.24465393198844,786.44,367.79,418.65,Accepted,0.0,418.65,Profit,1,January,1,2025-01,53.23
116,2025-01-07 23:45:21.551197288,2025,Karachi West,Womens Apparel,Existing Product,B,Festival Sale,3,316.67,163.72,139.0497942277277,950.01,185.45,764.56,Accepted,0.0,764.56,Profit,1,January,1,2025-01,80.48
117,2025-01-08 01:12:53.042946830,2025,Malir,Mens Apparel,New Product,B,Festival Sale,2,328.23,361.82,129.6480870800115,656.46,382.07,274.39,Accepted,0.0,274.39,Profit,1,January,1,2025-01,41.8
118,2025-01-08 02:40:24.534696372,2025,Keamari,Womens Apparel,Existing Product,B,Regular Days,3,402.75,252.3,121.36112183928589,1208.25,271.26,936.98,Accepted,0.0,936.98,Profit,1,January,1,2025-01,77.55
119,2025-01-08 04:07:56.026445913,2025,Korangi,Accessories,Existing Product,A,Regular Days,1,353.38,159.51,105.86153297696124,353.38,176.04,177.34,Accepted,0.0,177.34,Profit,1,January,1,2025-01,50.18
120,2025-01-08 05:35:27.518195455,2025,Karachi South,Accessories,New Product,A,Regular Days,4,231.21,264.18,100.096146935497,924.85,279.81,645.04,Accepted,0.0,645.04,Profit,1,January,1,2025-01,69.75
121,2025-01-08 07:02:59.009944997,2025,Keamari,Accessories,Existing Product,A,Regular Days,1,443.06,276.05,110.06101316781135,443.06,293.24,149.81,Accepted,0.0,149.81,Profit,1,January,1,2025-01,33.81
122,2025-01-08 08:30:30.501694538,2025,Karachi South,Accessories,New Product,B,Regular Days,4,222.0,185.44,114.89363437768604,887.98,203.39,684.6,Refunded,887.98,-203.39,Loss,1,January,1,2025-01,-22.9
123,2025-01-08 09:58:01.993444080,2025,Karachi Central,Footwear,New Product,B,Festival Sale,4,342.91,145.76,132.24712769071337,1371.66,166.42,1205.24,Accepted,0.0,1205.24,Profit,1,January,1,2025-01,87.87
